TID,AR
TID_BASE_BUNTING_BLUE,رايات زرقاء
TID_BASE_TILES02_CHECK_ORANGE,برتقالي تربيعي
TID_BASE_TILES02_CHECK_BROWN,بني تربيعي
TID_BASE_TILES02_CHECK_DARKBLUE,كحلي تربيعي
TID_BASE_TILES02_CHECK_BLUENWHITE,أزرق تربيعي
TID_BASE_TILES02_CHECK_GREENNGREEN,أخضر تربيعي
TID_BASE_WOODNSTRAW_YELLOW,قش أصفر
TID_BASE_WOODNSTRAW_DARK,قش غامق
TID_BASE_WOODNSTRAW_GREEN,قش أخضر
TID_BASE_TILES03_STONES_ORIGINAL,حجري
TID_BASE_TILES01_PLAIN_PURPLE,قالب نبيتي
TID_BASE_TILES01_PLAIN_WHITE,قالب أبيض
TID_BASE_TILES01_PLAIN_MOODYBLUE,قالب أزرق
TID_BASE_TILES01_PLAIN_KINDAGREEN,قالب زيتي
TID_BASE_SANCTUARY,مكسو
TID_CRATES_ORIGINAL,خشبي نقي
TID_CRATES_STRIPED_ORANGE,برتقالي مخطط
TID_CRATES_STRIPED_BLUE,أزرق مخطط
TID_CRATES_STRIPED_GREEN,أخضر مخطط
TID_CRATES_STRIPED_PINKWHITE,وردي مخطط
TID_CRATES_RAINBOW,ألوان الطيف
TID_CRATES_WOOD03_LOGS_BROWN,لوح بني
TID_CRATES_WOOD03_LOGS_PINK,لوح وردي
TID_CRATES_WOOD03_LOGS_BLUE,لوح أزرق
TID_CRATES_WOOD04_FENCE_WHITE,بسور أبيض
TID_CRATES_WOOD04_FENCE_OLDGREEN,بسور أخضر
TID_CRATES_WOOD04_FENCE_PURPLE,بسور أرجواني
TID_CRATES_WOOD04_FENCE_LIGHTBROWN,بسور بني
TID_CRATES_CHUNKYPLASTIC_RED,أحمر كثيف
TID_CRATES_CHUNKYPLASTIC_BLUEP,أزرق كثيف
TID_CRATES_CHUNKYPLASTIC_BRIGHT,لون ساطع كثيف
TID_CRATES_CHUNKYPLASTIC_OLDGREEN,أخضر كثيف
TID_CRATES_CHUNKYPLASTIC_BARBIE,وردي كثيف
TID_CRATES_CHUNKYPLASTIC_WHITE,بني كثيف
TID_CRATES_CHUNKYPLASTIC_GARDEN,أخضر زرعي كثيف
TID_CRATES_CHUNKYPLASTIC_BLUE,أبيض كثيف
TID_CRATES_BUNTING_YELLOW,بغطاء أصفر
TID_CRATES_BUNTING_PINK,بغطاء وردي
TID_CRATES_BUNTING_GREEN,بغطاء أخطر
TID_CRATES_BUNTING_BLUE,بغطاء أزرق
TID_CRATES_WOOD05_TARP_YELLOW,بإطار أصفر
TID_CRATES_WOOD05_TARP_SALMON,بإطار برتقالي
TID_CRATES_WOOD05_TARP_GREEN,بإطار أخضر
TID_CRATES_WOOD05_TARP_VINTAGE,بإطار بستيل
TID_CRATES_WOOD05_TARP_OLIVE,بإطار زيتي
TID_CRATES_ORIGINAL_GREEN,خشبي أخضر
TID_CRATES_ORIGINAL_BLUEDARK,خشبي غامق
TID_CRATES_ORIGINAL_PURPLE,خشبي أرجواني
TID_MARQUEES_ORIGINAL_PINKYELLOW,ساطع مخطط
TID_MARQUEES_ORIGINAL_BLUEYELLOW,أصفر مخطط
TID_MARQUEES_ORIGINAL_ORANGEWHITE,برتقالي مخطط
TID_MARQUEES_ORIGINAL_PURPLEBLUE,غامق مخطط
TID_MARQUEES_ORIGINAL_GREENS,أخضر مخطط
TID_MARQUEES_ORIGINAL_REDWHITE,لون نقي مخطط
TID_MARQUEES_RAINBOW,ألوان الطيف
TID_MARQUEES_RAINBOW02,ألوان طيف غامقة
TID_MARQUEES_STRAW_YELLOW,قش أصفر
TID_MARQUEES_STRAW1_PINK,قش وردي
TID_MARQUEES_STRAW1_GREEN,قش غامق
TID_MARQUEES_STRAW1_DARK,قش أخضر
TID_MARQUEES_TILES_BLACK,أسود ناعم
TID_MARQUEES_TILES01_PURPLE,أرجواني ناعم
TID_MARQUEES_TILES01_KINDARED,أحمر ناعم
TID_MARQUEES_TILES01_GREEN,أخضر ناعم
TID_MARQUEES_TILES01_BLUE,أزرق ناعم
TID_MARQUEES_UMBRELLA01_RED,شمسية حمراء
TID_MARQUEES_UMBRELLA01_BLUE,شمسية زرقاء
TID_MARQUEES_UMBRELLA01_GREEN,شمسية خضراء
TID_MARQUEES_UMBRELLA01_BLUPLE,شمسية أرجوانية
TID_MARQUEES_UMBRELLA01_BRIGHT,شمسية بألوان ساطعة
TID_MARQUEES_UMBRELLA01_YELLOW,شمسية صفراء
TID_MARQUEES_UMBRELLA01_BARBIE,شمسية وردية
TID_MARQUEES_WOOD02_PLANKS_KINDARED,خشبي أحمر
TID_MARQUEES_WOOD02_PLANKS_GREEN,خشبي أخضر
TID_MARQUEES_WOOD02_PLANKS_SPOOKY_PURPLE,خشبي أرجواني
TID_MARQUEES_WOOD02_PLANKS_BLACK,خشبي أسود
TID_MARQUEES_WOOD02_PLANKS_BLUE,خشبي أزرق
TID_MARQUEES_WOOD02_PLANKS_BROWN,خشبي بني
TID_MARQUEES_WOOD02_PLANKS_LIGHT_BROWN,خشبي فاتح
TID_MARQUEES_WOOD01_PLANKS_DARK,لوح خشبي غامق
TID_MARQUEES_WOOD01_BROWN,لوح خشبي
TID_MARQUEES_SANCTUARY_YELLOW,قماش أصفر
TID_MARQUEES_SANCTUARY_PINK,قماش وردي
TID_MARQUEES_SANCTUARY_VINTAGE,قماش بستيل
TID_MARQUEES_SANCTUARY_OLIVE,قماش زيتي
TID_MARQUEES_BUNTING_RED,رايات حمراء
TID_MARQUEES_BUNTING_PINK,رايات وردية
TID_MARQUEES_BUNTING_YELLOWBLUE,رايات صفراء
TID_MARQUEES_BUNTING_BLUE,رايات زرقاء
TID_FEATURE_BUILDER,البنّاءة
TID_ERROR_POP_UP_ACCOUNT_LOCKED_BUTTON_CONTACT_PS,الاتصال بالدعم
TID_ERROR_POP_UP_ACCOUNT_LOCKED_BUTTON_CANCEL,إلغاء
TID_ERROR_POP_UP_BANNED_BUTTON_CANCEL,إلغاء
TID_STYLE_GUIDE_SETNAME_ROADSIDE1,طراز المهرجانات
TID_STYLE_GUIDE_SETNAME_ROADSIDE2,طراز ريفي
TID_STYLE_GUIDE_SETNAME_ROADSIDE3,طراز ألوان الطيف
TID_STYLE_GUIDE_SETNAME_ROADSIDE4,طراز البستيل
TID_STYLE_GUIDE_SETNAME_ROADSIDE5,طراز السوق
TID_FRUIT_TREE_HUD_HELP_ALREADY_REQUESTED,تم وضع علامة طلب المساعدة. اطلب من أصدقائك إحياء الأشجار!
TID_CUSTOMIZE_TITLE_VISITING,التخصيصات
TID_TOWNHALL_SETTINGS_TITLE,الإعدادات
TID_TOWNHALL_SORTING_SETTINGS_ALL_TAB,ترتيب قسم الكل
TID_TOWNHALL_SORTING_SETTINGS_IDLE_TAB,ترتيب قسم خامل
TID_TOWNHALL_SORTING_SETTINGS_SERVING_TAB,ترتيب قسم قيد الخدمة
TID_TOWNHALL_SORTING_SETTINGS_READY_TAB,ترتيب قسم جاهز
TID_TOWNHALL_SORTING_SETTINGS_WAITING_TAB,ترتيب قيد الانتظار
TID_TOWNHALL_SORTING_SETTINGS_SERVING_TIME_LEFT,تقديم الخدمة حسب الوقت المتبقي
TID_TOWNHALL_SORTING_SETTINGS_NUMBER_OF_BUILDINGS_LEFT,حسب عدد المباني المتبقية
TID_TOWNHALL_SORTING_SETTINGS_BUILDING_TYPE,حسب نوع المبنى
TID_TOWNHALL_SORTING_SETTINGS_PASSENGER_TYPE,حسب نوع الزوار
TID_FLOATER_COMPLETE_TASK_AND_CLAIM_REWARDS_AFTER_DERBY,أكمل على الأقل مهمة ديربي واحدة للحصول على الجوائز بعد انتهاء الديربي!
TID_DERBY_REWARDS_BUTTON_DISMISS,موافق
TID_DERBY_OVER_REWARDS_KEYS_TEXT_COMPLETE_MORE_TASKS,أكمل على الأقل مهمة ديربي واحدة حتى تتلقى الجوائز!
TID_DERBY_OVER_TEXT_PRIZE_COMPLETE_MORE_TASKS,يحتل حيّك مركزًا ضمن أعلى 3 مراكز! جيرانك أكملوا المهام وحصلوا على جوائز رائعة. أكمل مهمة واحدة على الأقل في الديربي التالي للحصول على جوائز أعلى 3 مراكز!
TID_DERBY_OVER_BUTTON_COMPLETE_MORE_TASKS,موافق
TID_TACKLE_BOX_FULL_DESCRIPTION_AT_HOME_FARM,صندوق العدة ممتلئ! انتقل إلى منطقة صيد الأسماك واحصل على مساحة إضافية بترقيته.
TID_TACKLE_BOX_FULL_BUTTON,موافق
TID_NEIGHBORHOOD_EDIT_TAGS,تعديل علامات التعريف
TID_NHSEARCH_TAGCOUNT,تحدد <SELECTED> من <MAX> علامات تعريف
TID_NHSEARCH_EDIT_TAGS_BUTTON_ADD,موافق
TID_NHRECOMMENDED_TITLE,انضم إلى حي
TID_NHRECOMMENDED_INFO1,دردش، وتاجر، وخض الديربي مع الآخرين!
TID_NHRECOMMENDED_DESC,أفضل طريقة للاستمتاع باللعب!
TID_NHEDIT_TITLEMOTTO,الوصف:
TID_NHEDIT_MOTODESC,يظهر فقط في معلومات الحي والتوصيات.
TID_NHEDIT_TITLEDESC,معلومات إضافية:
TID_NHEDIT_DESCDESC,تظهر فقط في معلومات الحي.
TID_NHEDIT_TAGTITLE,علامات تعريف الحي:
TID_NH_TAGCLOUD_TITLE,حدد علامات التعريف
TID_NH_TAGCLOUD_DESC,أضف علامات تعريف لتسهيل العثور على حيّك!
TID_NHSEARCH_MEMBERS,الأعضاء
TID_NAME_YOUR_PET,تسمية هذا الحيوان الأليف
TID_NAME_YOUR_PET_FAILED,اسم غير صالح!
TID_NHPAGE_TITLE_DESC,معلومات إضافية:
TID_NHSEARCH_JOINTYPE,نوع الحي
TID_NHSEARCH_LANGUAGE,لغة الدردشة
TID_NHSEARCH_DERBYLEAGUE,دوري الديربي
TID_NHSEARCH_TAGS,علامات التعريف
TID_ADVANCED_SEARCH,الخيارات المتقدمة
TID_NH_INFO_MEMBERS,الأعضاء
TID_NH_INFO_TYPE,نوع الانضمام
TID_NH_INFO_REQUIRED_LEVEL,المستوى المطلوب
TID_NH_INFO_LANGUAGE,اللغة
TID_NH_INFO_DERBYLOG,سجل الديربي
TID_NH_INFO_DERBYLEAGUE,دوري الديربي
TID_POPUPCATALOG_BUYBACK_TITLE,أتريد تركيب <PART>؟
TID_POPUPCATALOG_BUYBACK_DESC,<NAME>
TID_POPUPCATALOG_BUYBACK_BUTTON_BUILD_AGAIN,البناء مجددًا
TID_CATALOG_BUYBACK,البناء مجددًا
TID_FLOATER_STICKER_BOOK_ITEM_ALREADY_INSTALLED,تم تركيب <PARAM> بالفعل!
TID_FLOATER_BUILDER_ARRIVES_IN,تصل البنّاءة خلال <TIME>
TID_LEAGUE_ANY,أي
TID_LANGUAGE_ANY,أي
TID_JOINTYPE_ANY,أي
TID_NEIGHBORHOOD_TAB_INFO,المعلومات
TID_NEIGHBORHOOD_TAB_SEARCH,البحث
TID_NEIGHBORHOOD_TAB_CREATE,إنشاء
TID_NEIGHBORHOOD_TAB_TROPHIES,الكؤوس
TID_NEIGHBORHOOD_TAB_MEMBERS,الأعضاء
TID_NEIGHBORHOOD_TAB_RECOMMENDED,التوصيات
TID_NHSEARCH_PROMPT,البحث باسم الحي أو علامات التعريف
TID_NHTAG_CHATTY,محب الدردشة
TID_NHTAG_QUIET,هادئ
TID_NHTAG_INTERNATIONAL,عالمي
TID_NHTAG_DERBYFOCUSED,ديربي منتظم
TID_NHTAG_DERBYCASUAL,ديربي غير منتظم
TID_NHTAG_DERBY320,ديربي: 320 نقطة فقط
TID_NHTAG_LOVESTOWN,لاعبو البلدة
TID_NHTAG_HELPERS,متعاون
TID_NHTAG_TRADERS,كثير التجارة
TID_ACCOUNT_DELETION_WARNING_TEXT,لقد طلبت حذف هذا الحساب. أمامك <TIME> لإلغاء الحذف.
TID_NEIGHBORHOOD_SEARCH_ADVANCED_OPTIONS_INFO,حدد الخيارات المتقدمة للتصفية حسب اللغة أو دوري الديربي أو علامات التعريف.
TID_JOINTYPE_ONLY_JOINABLE,الذي يمكنني الانضمام إليه فقط
TID_NHTAG_DERBYANY,الديربي: أي مهمة
TID_NHTAG_FUN,مسل
TID_NHTAG_ACTIVE,نشط
TID_NHTAG_COMPETITIVE,تنافسي
TID_MINT,نعناع
TID_WATERMELON,بطيخ
TID_BELLPEPPER,فلفل رومي
TID_PLUMTREE,شجرة برقوق
TID_PLUM,برقوق
TID_PRODUCT_VEGGIEDIPS,طبق خضروات
TID_PRODUCT_MINTICECREAM,مثلجات النعناع
TID_PRODUCT_PEPPERSOUP,حساء فلفل رومي
TID_PRODUCT_MINTTEA,شاي بالنعناع
TID_PRODUCT_WATERMELONLEMONADE,عصير بطيخ
TID_PRODUCT_PLUMJAM,مربى البرقوق
TID_PRODUCT_PLUMSMOOTHIE,برقوق بالعسل
TID_NEIGHBORHOOD_PROFANITIES_IN_MOTTO,نص غير صالح!
TID_DECO_AXESTUMP,جذل البلطة
TID_DECO_WITCHCAT,تمثال القطة الساحرة
TID_DECO_PRODUCECRATES,صناديق المحصول
TID_DECO_RAKE,جرافة
TID_DECO_LEAFPILE,كومة أوراق
TID_DECO_MUSHROOMPATH,ممشى الفطر
TID_DECO_BEACHSIGN,لافتة الشاطئ
TID_DECO_COOLER,مُبرد
TID_DECO_FISHFLOATIE,طوق السمكة
TID_DECO_SANDPATH,ممشى رملي
TID_DECO_SURFBOARDFENCE,سور المزلجة
TID_DECO_PINWHEEL,مروحة
TID_DECO_DECOH,حرف H
TID_DECO_DECOA,حرف A
TID_DECO_DECOY,حرف Y
TID_DECO_DECOD,حرف D
TID_DERBY_BLOSSOM_TASK_TITLE,مهمة الثمرات
TID_DERBY_BLOSSOM_TASK_DESC,ترجع هذه المهمة إلى اللوحة بنقاط إضافية عندما تقوم بإكمالها!
TID_ADD_MORE_NH_MEMBERS_DETAILS,ادع الآخرين للانضمام، واحرص على تحديث علامات تعريف الحي الخاصة بك ليتمكن الآخرون من العثور عليه!
TID_ADD_NH_MEMBERS_PROMPT,تصبح الأحياء أكثر مرحًا بانضمام المزيد من الأعضاء!
TID_NHINFO_TAGTITLE,علامات تعريف الحي:
TID_HELPSHIFT_REQUIRES_OPTIONAL_UPDATE,قم بتحديث Hay Day للاتصال بالدعم
TID_CATALOG_BUYBACK_INSTALLED,قائم حاليًا
TID_PLUM_TREE_FB_HELP_TEXT,تحتاج شجرة البرقوق إلى الري بسرعة. أيمكنك مساعدتي؟
TID_PRODUCT_PLUM_DESCRIPTION,يُجمع من شجرة البرقوق
TID_TREE_PLUMTREE_DESCRIPTION,للجمع ثلاث مرات
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT_ALREADY_PICKED_ONCE,لقد أديت هذه المهمة من قبل. اطلب من جيرانك إكمالها!
TID_CUSTOMIZE_BTN_STYLE_INFO_TOOLTIP,هذا العنصر جزء من الطراز. ألق نظرة على كتاب الطرازات لمزيد من التفاصيل!
TID_NH_INFO_TYPE_SHORT,النوع
TID_BOOSTER_MORE_CASH,مزيد من العملات
TID_BOOSTER_DESCRIPTION_MORE_CASH,تمنحك طلبات الشاحنة والقارب وزوار البلدة <NUMBER>% من العملات الإضافية للساعات الـ <TIME> التالية.
TID_BOOSTER_HEAVIER_FISH,سمك أثقل وزنًا
TID_BOOSTER_DESCRIPTION_HEAVIER_FISH,ستحصل من الصيد على سمك أثقل وزنًا بنسبة <NUMBER>% للساعات الـ <TIME> التالية.
TID_BOOSTER_MINING_MORE_ORES,مزيد من المعادن الخام
TID_BOOSTER_DESCRIPTION_MINING_MORE_ORES_MULTIPLE,طوال الدقائق الـ <TIME> التالية، ستمنحك كل أداة تعدين <NUMBER> من المعادن الخام الإضافية عند التعدين.
TID_CALENDAR_EVENT_PEOPLE_SPECIAL_REQUEST_TITLE,عرض بيع الزينات!
TID_CALENDAR_EVENT_PEOPLE_ORDER_SPECIAL_REQUEST_TEXT,حان الوقت لإعادة التزيين! يرغب زوار مزرعتك في شراء الزينات أثناء هذا الحدث. ضع أي زينات غير مرغوب فيها في المخزون وابدأ البيع!
TID_NOTIFICATIONS_SETTINGS_LIVE_SHOP_OFFERS,إشعارات المتجر
TID_NEIGHBORHOOD_DERBY,ديربي الحي
TID_NEIGHBORHOOD_ONLINE_MEMBER_COUNT,<ONLINE> من <MAX> الجيران المتصلين
TID_VISITOR_HELP_RECEIVED_FROM_FRIEND,ساعد <PARAM> زائرك!
TID_VISITOR_HELP_RECEIVED_FROM_ANONYMOUS,ساعد أحدهم زائرك!
TID_STREAM_EVENT_VISITOR_HELP_REQUESTED,تحتاج مدينتي إلى مساعدة!
TID_BOOSTER_DESCRIPTION_MINING_MORE_ORES_SINGLE,طوال الدقائق الـ <TIME> التالية، ستمنحك كل أداة تعدين <NUMBER> من المعدن الخام الإضافي عند التعدين.
TID_BODY_RUSTY_YELLOW,أصفر صدئي
TID_BODY_RUSTY_RED,أحمر صدئي
TID_BODY_RUSTY_BLUE,أزرق صدئي
TID_BODY_RUSTY_PINK,وردي صدئي
TID_CANNOT_OPEN_CALENDAR_EVENT_GIFT_BOX,اقترب الوقت! عُد بعد <NUMBER> ي لفتح هذه الهدية.
TID_CALENDAR_EVENT_GIFT_BOX_ALREADY_OPENED,تم فتح صندوق الهدايا هذا بالفعل!
TID_STYLE_GUIDE_SETNAME_HOUSE6,طراز هادئ
TID_STYLE_GUIDE_SETNAME_HOUSE7,طراز الصيد
TID_STYLE_GUIDE_SETNAME_TRUCK6,طراز عتيق
TID_STYLE_GUIDE_SETNAME_TRUCK7,طراز الحُمرة
TID_STYLE_GUIDE_SETNAME_ROADSIDE6,طراز صيفي
TID_STYLE_GUIDE_SETNAME_ROADSIDE7,طراز الزُرقة
TID_STREAM_EVENT_TRUCK_ORDER_HELP_REQUESTED,تحتاج مزرعتي إلى مساعدة في تلبية أحد طلبات الشاحنة!
TID_TRUCK_ORDER_HELP_RECEIVED_FROM_FRIEND,ساعدك <PARAM> في تلبية أحد طلبات الشاحنة!
TID_TRUCK_ORDER_HELP_RECEIVED_FROM_ANONYMOUS,ساعدك أحدهم في تلبية أحد طلبات الشاحنة!
TID_ORDER_TABLE_WAITING_TEXT_REQUEST_HELP,لا يحتاج المزارع إلى مساعدة في هذا الطلب الآن
TID_TRUCK_ORDER_EXTRA_HELP_JOIN_A_NEIGHBORHOOD,الانضمام إلى حي لتقديم مساعدة إضافية!
TID_TRUCK_ORDER_EXTRA_HELP_INVITE_NEIGHBORHOOD,قم بدعوة <PARAM> للانضمام إلى حيك لتقديم مساعدة إضافية في تلبية طلبات الشاحنة!
TID_TRUCK_ORDER_EXTRA_HELP_JOIN_THIS_NEIGHBORHOOD,انضم إلى حي هذا المزارع لتقديم مساعدة إضافية!
TID_VISITOR_HELP_EXTRA_HELP_JOIN_A_NEIGHBORHOOD,الانضمام إلى حي لتقديم مساعدة إضافية!
TID_VISITOR_HELP_EXTRA_HELP_INVITE_NEIGHBORHOOD,قم بدعوة <PARAM> للانضمام إلى حيك لتقديم مساعدة إضافية للزوار!
TID_VISITOR_HELP_EXTRA_HELP_JOIN_THIS_NEIGHBORHOOD,انضم إلى حي هذا المزارع لتقديم مساعدة إضافية!
TID_VISITOR_EXTRA_HELP_POPUP_NEIGHBORHOOD_CONFIRM_BUTTON_OK,موافق
TID_VISITOR_EXTRA_HELP_POPUP_NEIGHBORHOOD_TITLE,مساعدة إضافية
TID_VISITOR_EXTRA_HELP_POPUP_NEIGHBORHOOD_DESCRIPTION,انضم إلى حي للحصول على مساعدة إضافية في تلبية طلبات زوارك!
TID_TRUCK_EXTRA_HELP_POPUP_NEIGHBORHOOD_CONFIRM_BUTTON_OK,موافق
TID_TRUCK_EXTRA_HELP_POPUP_NEIGHBORHOOD_TITLE,مساعدة إضافية
TID_TRUCK_EXTRA_HELP_POPUP_NEIGHBORHOOD_DESCRIPTION,انضم إلى حي للحصول على مساعدة إضافية في تلبية طلبات الشاحنة!
TID_DECO_GNOMEELF,نوم الجني
TID_DECO_GNOMEFIREFIGHTER,نوم رجل الإطفاء
TID_DECO_GNOMEANGLER,نوم الصياد
TID_DECO_GNOMEFLOWER,نوم المورد
TID_DECO_GNOMEMUSICIAN,نوم الموسيقي
TID_DECO_GNOMEPAINTER,نوم الرسام
TID_DECO_GNOMEPOLICE,نوم الشرطي
TID_DECO_GNOMESKI,نوم المتزلج
TID_DECO_SLOPE,منحدر جليدي
TID_DECO_ICYFISHPOND,فتحة الصيد
TID_DECO_GINGERTRAIN,قطار كعك الجنزبيل
TID_DECO_ICESHEEP,خروف الجليد
TID_TRUCK_ORDER_REWARDS_SENT_TO_FRIEND,تم إرسال جوائز طلب الشاحنة إلى المساعد <PARAM>!
TID_TRUCK_ORDER_REWARDS_SENT_TO_ANONYMOUS,تم إرسال جوائز طلبات الشاحنة إلى من قدم المساعدة!
TID_SETTINGS_NEW_FACEBOOK,لحفظ مزرعتك واللعب على أجهزة متعددة، يرجى تسجيل الدخول إلى Facebook.
TID_SETTINGS_NEW_SUPERCELLID,لحفظ مزرعتك واللعب على أجهزة متعددة، يرجى تسجيل الدخول إلى Supercell ID.
TID_SETTINGS_NEW_GOOGLEPLAY,لحفظ مزرعتك واللعب على أجهزة متعددة، يرجى تسجيل الدخول إلى Google Play.
TID_SETTINGS_NEW_FB_SCID,لحفظ مزرعتك واللعب على أجهزة متعددة، يرجى تسجيل الدخول إلى Supercell ID أو Facebook.
TID_SETTINGS_NEW_FB_GP,لحفظ مزرعتك واللعب على أجهزة متعددة، يرجى تسجيل الدخول إلى Google Play أو Facebook.
TID_SETTINGS_NEW_SCID_GP,لحفظ مزرعتك واللعب على أجهزة متعددة، يرجى تسجيل الدخول إلى Google Play أو Supercell ID.
TID_SETTINGS_NEW_FB_SCID_GP,لحفظ مزرعتك واللعب على أجهزة متعددة، يرجى تسجيل الدخول إلى Google Play أو Supercell ID أو Facebook.
TID_HELP_REQUEST_LIMIT_REACHED,يمكنك طلب المزيد من المساعدة غدًا!
TID_FARM_LIKED_SHORT,تم تسجيل الإعجاب بالمزرعة!
TID_FARM_ALREADY_LIKED_SHORT,تم تسجيل الإعجاب بالفعل.
TID_VISITOR_HELP_REWARDS_SENT_TO_FRIEND,تم إرسال جوائز طلبات الشاحنة إلى <PARAM> نظير المساعدة!
TID_VISITOR_HELP_REWARDS_SENT_TO_ANONYMOUS,تم إرسال جوائز طلبات الشاحنة إلى القائم بالمساعدة!
TID_TRUCK_HELP_FAILED_LEVEL_REQUIREMENTS,ابلغ المستوى <LEVEL> لفتح <ITEM>!
TID_BUY_DIAMONDS_UPCOMING_OFFER_TIMER,سيتوفر خلال <TIME>
TID_CUCUMBER,خيار
TID_PINEAPPLE,أناناس
TID_EGGPLANT,باذنجان
TID_BROCCOLI,بروكلي
TID_PINEAPPLE_CAKE,كعك الأناناس
TID_PRODUCT_EGGPLANT_PARMESAN,باذنجان بالجبن
TID_GRILLED_EGGPLANT,باذنجان مشوي
TID_PINEAPPLE_JUICE,عصير أناناس
TID_PRODUCT_BROCCOLISOUP,حساء البروكلي
TID_PRODUCT_CUCUMBERSANDWICH,شطيرة الخيار
