TID,NL
TID_RENOVATOR_TUTORIAL3,"En onthoud: de prijzen gelden voor Boukjes diensten, dus je moet voor elke aanpassing betalen, zelfs al heb je een bepaalde optie al eerder gebruikt. Ze kan tenslotte niet voor niets werken.\n\nVeel plezier met het aanpassen van je boerderij!"
TID_CUSTOMIZE_STYLEGUIDE_UNLOCKDESC,Gebruik alle drie de delen tegelijkertijd om beloningen te krijgen.
TID_CUSTOMIZE_STYLEGUIDE_COMPLETE,Voltooide\nstijl
TID_RENOVATOR_TUTORIAL1_b,Tik op de werkbank en begin je boerderij te personaliseren.
TID_CUSTOMIZE_FREE_PART,Gratis!
TID_CUSTOMIZATION_CATEGORY1,Dak van huis
TID_CUSTOMIZATION_CATEGORY2,Muren van huis
TID_CUSTOMIZATION_CATEGORY3,Veranda van huis
TID_CUSTOMIZATION_CATEGORY4,Cabine van truck
TID_CUSTOMIZATION_CATEGORY5,Trailer van truck
TID_CUSTOMIZATION_CATEGORY6,Wielen van truck
TID_CUSTOMIZATION_CATEGORY7,Luifel van boerderijkraam
TID_CUSTOMIZATION_CATEGORY8,Kratten van boerderijkraam
TID_CUSTOMIZATION_CATEGORY9,Basis van boerderijkraam
TID_DECO_SEASONTREE_DESC,Wijzigt met het seizoen
TID_STYLE_GUIDE_SETNAME_TRUCK1,Zonnige-dagstijl
TID_STYLE_GUIDE_SETNAME_TRUCK2,Middernachtstijl
TID_STYLE_GUIDE_SETNAME_TRUCK3,Regenboogstijl
TID_STYLE_GUIDE_SETNAME_TRUCK4,Kauwgomstijl
TID_STYLE_GUIDE_SETNAME_TRUCK5,Vlammende stijl
TID_STYLE_GUIDE_SETNAME_HOUSE1,Blauwe stijl
TID_STYLE_GUIDE_SETNAME_HOUSE2,Huisjesstijl
TID_STYLE_GUIDE_SETNAME_HOUSE3,Schuurstijl
TID_STYLE_GUIDE_SETNAME_HOUSE4,Gastenverblijfstijl
TID_STYLE_GUIDE_SETNAME_HOUSE5,Pittoreske stijl
TID_DECO_FLOWERLOGPATH,Bloemenstammenpad
TID_NOTIFICATIONS_SETTINGS_BUILDERS,Meldingen over de klusjesvrouw
TID_NOTIFICATION_BUILDER_ARRIVED,Boukje de klusjesvrouw is gearriveerd! Bekijk haar nieuwe selectie om je boerderij aan te passen.
TID_NOTIFICATION_BUILDER_LEAVING,Boukje de klusjesvrouw vertrek binnenkort! Je hebt nog tijd om je boerderij aan te passen.
TID_BASE_ORIGINAL,Authentiek hout
TID_BASE_ORIGINAL_GREEN,Groen hout
TID_BASE_ORIGINAL_PURPLE,Paars hout
TID_BASE_ORIGINAL_GREENBRIGHT,Olijfgroen hout
TID_BASE_BUNTING_RED,Rode vlaggetjes
TID_BASE_BUNTING_PINK,Roze vlaggetjes
TID_BASE_BUNTING_YELLOWNBLUE,Felle vlaggetjes
TID_BASE_BUNTING_BLUE,Blauwe vlaggetjes
TID_BASE_TILES02_CHECK_ORANGE,Geruit oranje
TID_BASE_TILES02_CHECK_BROWN,Geruit bruin
TID_BASE_TILES02_CHECK_DARKBLUE,Geruit donkerblauw
TID_BASE_TILES02_CHECK_BLUENWHITE,Geruit blauw
TID_BASE_TILES02_CHECK_GREENNGREEN,Geruit groen
TID_BASE_WOODNSTRAW_YELLOW,Geel stro
TID_BASE_WOODNSTRAW_DARK,Donker stro
TID_BASE_WOODNSTRAW_GREEN,Vers stro
TID_BASE_TILES03_STONES_ORIGINAL,Steen
TID_BASE_TILES01_PLAIN_PURPLE,Donkerrood betegeld
TID_BASE_TILES01_PLAIN_WHITE,Wit betegeld
TID_BASE_TILES01_PLAIN_MOODYBLUE,Blauw betegeld
TID_BASE_TILES01_PLAIN_KINDAGREEN,Olijfgroen betegeld
TID_BASE_SANCTUARY,Overgroeid
TID_CRATES_ORIGINAL,Authentiek hout
TID_CRATES_STRIPED_ORANGE,Oranje gestreept
TID_CRATES_STRIPED_BLUE,Blauw gestreept
TID_CRATES_STRIPED_GREEN,Groen gestreept
TID_CRATES_STRIPED_PINKWHITE,Roze gestreept
TID_CRATES_RAINBOW,Regenboog
TID_CRATES_WOOD03_LOGS_BROWN,Bruine plank
TID_CRATES_WOOD03_LOGS_PINK,Roze plank
TID_CRATES_WOOD03_LOGS_BLUE,Blauwe plank
TID_CRATES_WOOD04_FENCE_WHITE,Wit omheind
TID_CRATES_WOOD04_FENCE_OLDGREEN,Groen omheind
TID_CRATES_WOOD04_FENCE_PURPLE,Paars omheind
TID_CRATES_WOOD04_FENCE_LIGHTBROWN,Bruin omheind
TID_CRATES_CHUNKYPLASTIC_RED,Grof rood
TID_CRATES_CHUNKYPLASTIC_BLUEP,Grof blauw
TID_CRATES_CHUNKYPLASTIC_BRIGHT,Grof felgekleurd
TID_CRATES_CHUNKYPLASTIC_OLDGREEN,Grof groen
TID_CRATES_CHUNKYPLASTIC_BARBIE,Grof roze
TID_CRATES_CHUNKYPLASTIC_WHITE,Grof bruin
TID_CRATES_CHUNKYPLASTIC_GARDEN,Grof mintgroen
TID_CRATES_CHUNKYPLASTIC_BLUE,Grof wit
TID_CRATES_BUNTING_YELLOW,Geel ingepakt
TID_CRATES_BUNTING_PINK,Roze ingepakt
TID_CRATES_BUNTING_GREEN,Groen ingepakt
TID_CRATES_BUNTING_BLUE,Blauw ingepakt
TID_CRATES_WOOD05_TARP_YELLOW,Geel ingekaderd
TID_CRATES_WOOD05_TARP_SALMON,Oranje ingekaderd
TID_CRATES_WOOD05_TARP_GREEN,Groen ingekaderd
TID_CRATES_WOOD05_TARP_VINTAGE,Pastel ingekaderd
TID_CRATES_WOOD05_TARP_OLIVE,Olijfgroen ingekaderd
TID_CRATES_ORIGINAL_GREEN,"Hout, groen"
TID_CRATES_ORIGINAL_BLUEDARK,"Hout, donker"
TID_CRATES_ORIGINAL_PURPLE,"Hout, paars"
TID_MARQUEES_ORIGINAL_PINKYELLOW,Fel gestreept
TID_MARQUEES_ORIGINAL_BLUEYELLOW,Geel gestreept
TID_MARQUEES_ORIGINAL_ORANGEWHITE,Oranje gestreept
TID_MARQUEES_ORIGINAL_PURPLEBLUE,Donker gestreept
TID_MARQUEES_ORIGINAL_GREENS,Groen gestreept
TID_MARQUEES_ORIGINAL_REDWHITE,Authentiek gestreept
TID_MARQUEES_RAINBOW,Regenboog
TID_MARQUEES_RAINBOW02,Donkere regenboog
TID_MARQUEES_STRAW_YELLOW,Geel stro
TID_MARQUEES_STRAW1_PINK,Roze stro
TID_MARQUEES_STRAW1_GREEN,Donker stro
TID_MARQUEES_STRAW1_DARK,Vers stro
TID_MARQUEES_TILES_BLACK,Egaal zwart
TID_MARQUEES_TILES01_PURPLE,Egaal paars
TID_MARQUEES_TILES01_KINDARED,Egaal rood
TID_MARQUEES_TILES01_GREEN,Egaal groen
TID_MARQUEES_TILES01_BLUE,Egaal blauw
TID_MARQUEES_UMBRELLA01_RED,Rode parasol
TID_MARQUEES_UMBRELLA01_BLUE,Blauwe parasol
TID_MARQUEES_UMBRELLA01_GREEN,Groene parasol
TID_MARQUEES_UMBRELLA01_BLUPLE,Paarse parasol
TID_MARQUEES_UMBRELLA01_BRIGHT,Felgekleurde parasol
TID_MARQUEES_UMBRELLA01_YELLOW,Gele parasol
TID_MARQUEES_UMBRELLA01_BARBIE,Roze parasol
TID_MARQUEES_WOOD02_PLANKS_KINDARED,"Hout, rood"
TID_MARQUEES_WOOD02_PLANKS_GREEN,"Hout, groen"
TID_MARQUEES_WOOD02_PLANKS_SPOOKY_PURPLE,"Hout, paars"
TID_MARQUEES_WOOD02_PLANKS_BLACK,"Hout, zwart"
TID_MARQUEES_WOOD02_PLANKS_BLUE,"Hout, blauw"
TID_MARQUEES_WOOD02_PLANKS_BROWN,"Hout, bruin"
TID_MARQUEES_WOOD02_PLANKS_LIGHT_BROWN,"Hout, licht"
TID_MARQUEES_WOOD01_PLANKS_DARK,Donkere plank
TID_MARQUEES_WOOD01_BROWN,Plank
TID_MARQUEES_SANCTUARY_YELLOW,Geel canvas
TID_MARQUEES_SANCTUARY_PINK,Roze canvas
TID_MARQUEES_SANCTUARY_VINTAGE,Pastel canvas
TID_MARQUEES_SANCTUARY_OLIVE,Olijfgroen canvas
TID_MARQUEES_BUNTING_RED,Rode vlaggetjes
TID_MARQUEES_BUNTING_PINK,Roze vlaggetjes
TID_MARQUEES_BUNTING_YELLOWBLUE,Gele vlaggetjes
TID_MARQUEES_BUNTING_BLUE,Blauwe vlaggetjes
TID_FEATURE_BUILDER,Klusjesvrouw
TID_ERROR_POP_UP_ACCOUNT_LOCKED_BUTTON_CONTACT_PS,Contact met onze ondersteuning opnemen
TID_ERROR_POP_UP_ACCOUNT_LOCKED_BUTTON_CANCEL,Annuleren
TID_ERROR_POP_UP_BANNED_BUTTON_CANCEL,Annuleren
TID_STYLE_GUIDE_SETNAME_ROADSIDE1,Festivalstijl
TID_STYLE_GUIDE_SETNAME_ROADSIDE2,Rustieke stijl
TID_STYLE_GUIDE_SETNAME_ROADSIDE3,Regenboogstijl
TID_STYLE_GUIDE_SETNAME_ROADSIDE4,Pastelstijl
TID_STYLE_GUIDE_SETNAME_ROADSIDE5,Marktstijl
TID_FRUIT_TREE_HUD_HELP_ALREADY_REQUESTED,Hulpoproep geplaatst. Vraag je vrienden om hulp.
TID_CUSTOMIZE_TITLE_VISITING,Aanpassingen
TID_TOWNHALL_SETTINGS_TITLE,Instellingen
TID_TOWNHALL_SORTING_SETTINGS_ALL_TAB,Sorteervolgorde tabblad ALLE
TID_TOWNHALL_SORTING_SETTINGS_IDLE_TAB,Sorteervolgorde tabblad NIET ACTIEF
TID_TOWNHALL_SORTING_SETTINGS_SERVING_TAB,Sorteervolgorde tabblad BEDIENEN
TID_TOWNHALL_SORTING_SETTINGS_READY_TAB,Sorteervolgorde tabblad KLAAR
TID_TOWNHALL_SORTING_SETTINGS_WAITING_TAB,Sorteervolgorde tabblad WACHTEN
TID_TOWNHALL_SORTING_SETTINGS_SERVING_TIME_LEFT,Bedienen volgens resterende tijd
TID_TOWNHALL_SORTING_SETTINGS_NUMBER_OF_BUILDINGS_LEFT,Op aantal gebouwen over
TID_TOWNHALL_SORTING_SETTINGS_BUILDING_TYPE,Op gebouwtype
TID_TOWNHALL_SORTING_SETTINGS_PASSENGER_TYPE,Op bezoekerstype
TID_FLOATER_COMPLETE_TASK_AND_CLAIM_REWARDS_AFTER_DERBY,Voltooi ten minste één derbytaak om je beloning op te halen na afloop van de derby.
TID_DERBY_REWARDS_BUTTON_DISMISS,Oké
TID_DERBY_OVER_REWARDS_KEYS_TEXT_COMPLETE_MORE_TASKS,Voltooi ten minste één derbytaak om beloningen op te halen.
TID_DERBY_OVER_TEXT_PRIZE_COMPLETE_MORE_TASKS,Je buurt heeft de top 3 gehaald! Je buren hebben taken voltooid en hebben grote beloningen verdiend. Voltooi ten minste één taak in de volgende derby om beloningen voor de top 3 op te halen.
TID_DERBY_OVER_BUTTON_COMPLETE_MORE_TASKS,Oké
TID_TACKLE_BOX_FULL_DESCRIPTION_AT_HOME_FARM,De viskoffer is vol! Ga naar het visgebied en maak meer ruimte door je viskoffer te upgraden.
TID_TACKLE_BOX_FULL_BUTTON,Oké
TID_NEIGHBORHOOD_EDIT_TAGS,Tags selecteren
TID_NHSEARCH_TAGCOUNT,<SELECTED> van <MAX> tags geselecteerd
TID_NHSEARCH_EDIT_TAGS_BUTTON_ADD,Oké
TID_NHRECOMMENDED_TITLE,Sluit je aan bij een buurt
TID_NHRECOMMENDED_INFO1,"Chat, handel en speel de derby met anderen."
TID_NHRECOMMENDED_DESC,De leukste manier om te spelen!
TID_NHEDIT_TITLEMOTTO,Beschrijving:
TID_NHEDIT_MOTODESC,Alleen zichtbaar op de informatiepagina van de buurt en in aanbevelingen.
TID_NHEDIT_TITLEDESC,Extra info:
TID_NHEDIT_DESCDESC,Alleen zichtbaar op de informatiepagina van de buurt.
TID_NHEDIT_TAGTITLE,Buurttags:
TID_NH_TAGCLOUD_TITLE,Selecteer tags
TID_NH_TAGCLOUD_DESC,Voeg tags toe om te zorgen dat je buurt makkelijker te vinden is.
TID_NHSEARCH_MEMBERS,Leden
TID_NAME_YOUR_PET,Geef dit dier een naam
TID_NAME_YOUR_PET_FAILED,ONGELDIGE NAAM!
TID_NHPAGE_TITLE_DESC,Extra info:
TID_NHSEARCH_JOINTYPE,Buurttype
TID_NHSEARCH_LANGUAGE,Chattaal
TID_NHSEARCH_DERBYLEAGUE,Derbyklasse
TID_NHSEARCH_TAGS,Tags
TID_ADVANCED_SEARCH,Geavanceerde opties
TID_NH_INFO_MEMBERS,Leden
TID_NH_INFO_TYPE,Type
TID_NH_INFO_REQUIRED_LEVEL,Vereist level
TID_NH_INFO_LANGUAGE,Taal
TID_NH_INFO_DERBYLOG,Derby-overzicht
TID_NH_INFO_DERBYLEAGUE,Derbyklasse
TID_POPUPCATALOG_BUYBACK_TITLE,<PART> plaatsen?
TID_POPUPCATALOG_BUYBACK_DESC,<NAME>
TID_POPUPCATALOG_BUYBACK_BUTTON_BUILD_AGAIN,Opnieuw bouwen
TID_CATALOG_BUYBACK,Opnieuw bouwen
TID_FLOATER_STICKER_BOOK_ITEM_ALREADY_INSTALLED,<PARAM> is al geplaatst.
TID_FLOATER_BUILDER_ARRIVES_IN,Klusjesvrouw komt over <TIME>
TID_LEAGUE_ANY,Alle
TID_LANGUAGE_ANY,Alle
TID_JOINTYPE_ANY,Alle
TID_NEIGHBORHOOD_TAB_INFO,Info
TID_NEIGHBORHOOD_TAB_SEARCH,Zoeken
TID_NEIGHBORHOOD_TAB_CREATE,Oprichten
TID_NEIGHBORHOOD_TAB_TROPHIES,Trofeeën
TID_NEIGHBORHOOD_TAB_MEMBERS,Leden
TID_NEIGHBORHOOD_TAB_RECOMMENDED,Aanbevolen
TID_NHSEARCH_PROMPT,Zoeken op buurtnaam of tags
TID_NHTAG_CHATTY,Praatgraag
TID_NHTAG_QUIET,Stil
TID_NHTAG_INTERNATIONAL,Internationaal
TID_NHTAG_DERBYFOCUSED,Gericht\nop derby
TID_NHTAG_DERBYCASUAL,Derby:\nontspannend
TID_NHTAG_DERBY320,Derby:\nalleen 320
TID_NHTAG_LOVESTOWN,Stadsspelers
TID_NHTAG_HELPERS,Helpers
TID_NHTAG_TRADERS,Handelaars
TID_ACCOUNT_DELETION_WARNING_TEXT,Je hebt een verzoek ingediend om dit account te laten verwijderen. Je hebt nog <TIME> om het verzoek te annuleren.
TID_NEIGHBORHOOD_SEARCH_ADVANCED_OPTIONS_INFO,"Selecteer geavanceerde opties om te filteren op taal, derbyklasse of tags."
TID_JOINTYPE_ONLY_JOINABLE,Alleen waar ik lid van kan worden
TID_NHTAG_DERBYANY,Derby: alle taken
TID_NHTAG_FUN,Leuk
TID_NHTAG_ACTIVE,Actief
TID_NHTAG_COMPETITIVE,Competitief
TID_MINT,Munt
TID_WATERMELON,Watermeloen
TID_BELLPEPPER,Paprika
TID_PLUMTREE,Pruimenboom
TID_PLUM,Pruim
TID_PRODUCT_VEGGIEDIPS,Groenteschotel
TID_PRODUCT_MINTICECREAM,Muntijs
TID_PRODUCT_PEPPERSOUP,Paprikasoep
TID_PRODUCT_MINTTEA,Muntthee
TID_PRODUCT_WATERMELONLEMONADE,Watermeloensap
TID_PRODUCT_PLUMJAM,Pruimenjam
TID_PRODUCT_PLUMSMOOTHIE,Pruimensmoothie
TID_NEIGHBORHOOD_PROFANITIES_IN_MOTTO,Ongeldige tekst
TID_DECO_AXESTUMP,Boomstronk met bijl
TID_DECO_WITCHCAT,Heksenkatbeeld
TID_DECO_PRODUCECRATES,Groentekratten
TID_DECO_RAKE,Bladhark
TID_DECO_LEAFPILE,Hoop bladeren
TID_DECO_MUSHROOMPATH,Paddenstoelenpad
TID_DECO_BEACHSIGN,Strandbord
TID_DECO_COOLER,Koelbox
TID_DECO_FISHFLOATIE,Viszwemband
TID_DECO_SANDPATH,Zandpad
TID_DECO_SURFBOARDFENCE,Surfplankhek
TID_DECO_PINWHEEL,Windmolentje
TID_DECO_DECOH,Decoratieve H
TID_DECO_DECOA,Decoratieve A
TID_DECO_DECOY,Decoratieve Y
TID_DECO_DECOD,Decoratieve D
TID_DERBY_BLOSSOM_TASK_TITLE,Bloesemtaak
TID_DERBY_BLOSSOM_TASK_DESC,Deze taak gaat na voltooiing terug naar het bord met extra punten.
TID_ADD_MORE_NH_MEMBERS_DETAILS,Nodig spelers uit en houd de tags van je buurt bij zodat anderen hem kunnen vinden.
TID_ADD_NH_MEMBERS_PROMPT,Buurten zijn leuker met meer leden!
TID_NHINFO_TAGTITLE,Buurttags:
TID_HELPSHIFT_REQUIRES_OPTIONAL_UPDATE,Update Hay Day om contact op te nemen met onze ondersteuning.
TID_CATALOG_BUYBACK_INSTALLED,Momenteel geplaatst
TID_PLUM_TREE_FB_HELP_TEXT,Mijn pruimenboom heeft dringend water nodig. Kun je me helpen?
TID_PRODUCT_PLUM_DESCRIPTION,Pluk je van een pruimenboom
TID_TREE_PLUMTREE_DESCRIPTION,Kan drie keer leeggeplukt worden
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT_ALREADY_PICKED_ONCE,Je hebt deze taak al een keer volbracht. Vraag je buren om hem te voltooien.
TID_CUSTOMIZE_BTN_STYLE_INFO_TOOLTIP,Dit item maakt deel uit van een stijl. Kijk in het stijlboek voor meer informatie.
TID_NH_INFO_TYPE_SHORT,Type
TID_BOOSTER_MORE_CASH,Meer munten
TID_BOOSTER_DESCRIPTION_MORE_CASH,"Bestellingen van boerderijbezoekers, stadsbezoekers, de truck en de boot leveren je de komende <TIME> uur <NUMBER>% meer munten op."
TID_BOOSTER_HEAVIER_FISH,Zwaardere vissen
TID_BOOSTER_DESCRIPTION_HEAVIER_FISH,Vissen levert je de komende <TIME> uur <NUMBER>% zwaardere vissen op.
TID_BOOSTER_MINING_MORE_ORES,Meer ertsen
TID_BOOSTER_DESCRIPTION_MINING_MORE_ORES_MULTIPLE,Elk mijnbouwgereedschap levert je de komende <TIME> minuten <NUMBER> extra ertsen op tijdens het delven.
TID_CALENDAR_EVENT_PEOPLE_SPECIAL_REQUEST_TITLE,Rommelmarkt
TID_CALENDAR_EVENT_PEOPLE_ORDER_SPECIAL_REQUEST_TEXT,Het is tijd voor een nieuwe inrichting! Boerderijbezoekers zijn op zoek naar mooie decoraties tijdens dit evenement. Sla decoraties die je niet meer wilt hebben op en verkoop ze.
TID_NOTIFICATIONS_SETTINGS_LIVE_SHOP_OFFERS,Winkelmeldingen
TID_NEIGHBORHOOD_DERBY,Buurtderby
TID_NEIGHBORHOOD_ONLINE_MEMBER_COUNT,<ONLINE> van <MAX> buren online
TID_VISITOR_HELP_RECEIVED_FROM_FRIEND,<PARAM> heeft je bezoeker geholpen.
TID_VISITOR_HELP_RECEIVED_FROM_ANONYMOUS,Iemand heeft je bezoeker geholpen.
TID_STREAM_EVENT_VISITOR_HELP_REQUESTED,Mijn stad heeft hulp nodig!
TID_BOOSTER_DESCRIPTION_MINING_MORE_ORES_SINGLE,Elk mijnbouwgereedschap levert je de komende <TIME> minuten <NUMBER> extra erts op tijdens het delven.
TID_BODY_RUSTY_YELLOW,Roestgeel
TID_BODY_RUSTY_RED,Roestrood
TID_BODY_RUSTY_BLUE,Roestblauw
TID_BODY_RUSTY_PINK,Roestroze
TID_CANNOT_OPEN_CALENDAR_EVENT_GIFT_BOX,Je bent er bijna! Kom over <NUMBER> dag(en) terug om dit cadeau te openen.
TID_CALENDAR_EVENT_GIFT_BOX_ALREADY_OPENED,Dit cadeau is al geopend.
TID_STYLE_GUIDE_SETNAME_HOUSE6,Schattige stijl
TID_STYLE_GUIDE_SETNAME_HOUSE7,Visstijl
TID_STYLE_GUIDE_SETNAME_TRUCK6,Oubollige stijl
TID_STYLE_GUIDE_SETNAME_TRUCK7,Rode stijl
TID_STYLE_GUIDE_SETNAME_ROADSIDE6,Zomerstijl
TID_STYLE_GUIDE_SETNAME_ROADSIDE7,Blauwe stijl
TID_STREAM_EVENT_TRUCK_ORDER_HELP_REQUESTED,Mijn boerderij heeft hulp nodig met een truckbestelling.
TID_TRUCK_ORDER_HELP_RECEIVED_FROM_FRIEND,<PARAM> heeft je geholpen met je truckbestelling.
TID_TRUCK_ORDER_HELP_RECEIVED_FROM_ANONYMOUS,Iemand heeft je geholpen met je truckbestelling.
TID_ORDER_TABLE_WAITING_TEXT_REQUEST_HELP,De boer heeft op dit moment geen hulp nodig met deze bestelling.
TID_TRUCK_ORDER_EXTRA_HELP_JOIN_A_NEIGHBORHOOD,Sluit je aan bij een buurt om extra hulp te geven!
TID_TRUCK_ORDER_EXTRA_HELP_INVITE_NEIGHBORHOOD,Nodig <PARAM> uit om zich aan te sluiten bij je buurt om extra hulp te geven met de truckbestelling!
TID_TRUCK_ORDER_EXTRA_HELP_JOIN_THIS_NEIGHBORHOOD,Sluit je aan bij de buurt van deze boer om extra hulp te geven!
TID_VISITOR_HELP_EXTRA_HELP_JOIN_A_NEIGHBORHOOD,Sluit je aan bij een buurt om extra hulp te geven!
TID_VISITOR_HELP_EXTRA_HELP_INVITE_NEIGHBORHOOD,Nodig <PARAM> uit om zich aan te sluiten bij je buurt om extra hulp te geven met de bezoeker!
TID_VISITOR_HELP_EXTRA_HELP_JOIN_THIS_NEIGHBORHOOD,Sluit je aan bij de buurt van deze boer om extra hulp te geven!
TID_VISITOR_EXTRA_HELP_POPUP_NEIGHBORHOOD_CONFIRM_BUTTON_OK,Oké
TID_VISITOR_EXTRA_HELP_POPUP_NEIGHBORHOOD_TITLE,Extra hulp
TID_VISITOR_EXTRA_HELP_POPUP_NEIGHBORHOOD_DESCRIPTION,Sluit je aan bij een buurt om extra hulp te krijgen met je bezoeker!
TID_TRUCK_EXTRA_HELP_POPUP_NEIGHBORHOOD_CONFIRM_BUTTON_OK,Oké
TID_TRUCK_EXTRA_HELP_POPUP_NEIGHBORHOOD_TITLE,Extra hulp
TID_TRUCK_EXTRA_HELP_POPUP_NEIGHBORHOOD_DESCRIPTION,Sluit je aan bij een buurt om extra hulp te krijgen met je truck!
TID_DECO_GNOMEELF,Kerstelfkabouter
TID_DECO_GNOMEFIREFIGHTER,Brandweerkabouter
TID_DECO_GNOMEANGLER,Viskabouter
TID_DECO_GNOMEFLOWER,Bloemenkabouter
TID_DECO_GNOMEMUSICIAN,Muziekkabouter
TID_DECO_GNOMEPAINTER,Schilderkabouter
TID_DECO_GNOMEPOLICE,Politiekabouter
TID_DECO_GNOMESKI,Skikabouter
TID_DECO_SLOPE,Sneeuwhelling
TID_DECO_ICYFISHPOND,Wak
TID_DECO_GINGERTRAIN,Peperkoektrein
TID_DECO_ICESHEEP,IJsschaap
TID_TRUCK_ORDER_REWARDS_SENT_TO_FRIEND,Truckbeloningen naar helper <PARAM> gestuurd!
TID_TRUCK_ORDER_REWARDS_SENT_TO_ANONYMOUS,Truckbeloningen naar helper gestuurd!
TID_SETTINGS_NEW_FACEBOOK,"Als je je boerderij wilt opslaan en op verschillende apparaten wilt spelen, meld je dan aan bij Facebook."
TID_SETTINGS_NEW_SUPERCELLID,"Als je je boerderij wilt opslaan en op verschillende apparaten wilt spelen, meld je dan aan bij Supercell ID."
TID_SETTINGS_NEW_GOOGLEPLAY,"Als je je boerderij wilt opslaan en op verschillende apparaten wilt spelen, meld je dan aan bij Google Play."
TID_SETTINGS_NEW_FB_SCID,"Als je je boerderij wilt opslaan en op verschillende apparaten wilt spelen, meld je dan aan bij Supercell ID of Facebook."
TID_SETTINGS_NEW_FB_GP,"Als je je boerderij wilt opslaan en op verschillende apparaten wilt spelen, meld je dan aan bij Google Play of Facebook."
TID_SETTINGS_NEW_SCID_GP,"Als je je boerderij wilt opslaan en op verschillende apparaten wilt spelen, meld je dan aan bij Google Play of Supercell ID."
TID_SETTINGS_NEW_FB_SCID_GP,"Als je je boerderij wilt opslaan en op verschillende apparaten wilt spelen, meld je dan aan bij Google Play, Supercell ID of Facebook."
TID_HELP_REQUEST_LIMIT_REACHED,Je kunt morgen om meer hulp vragen.
TID_FARM_LIKED_SHORT,Leuke boerderij!
TID_FARM_ALREADY_LIKED_SHORT,Vind je al leuk.
TID_VISITOR_HELP_REWARDS_SENT_TO_FRIEND,Bezoekersbeloningen naar helper <PARAM> gestuurd!
TID_VISITOR_HELP_REWARDS_SENT_TO_ANONYMOUS,Bezoekersbeloningen naar helper gestuurd!
TID_TRUCK_HELP_FAILED_LEVEL_REQUIREMENTS,Bereik level <LEVEL> om <ITEM> te ontgrendelen.
TID_BUY_DIAMONDS_UPCOMING_OFFER_TIMER,Beschikbaar over <TIME>
TID_CUCUMBER,Komkommer
TID_PINEAPPLE,Ananas
TID_EGGPLANT,Aubergine
TID_BROCCOLI,Broccoli
TID_PINEAPPLE_CAKE,Ananascake
TID_PRODUCT_EGGPLANT_PARMESAN,Aubergine met kaas
TID_GRILLED_EGGPLANT,Geroosterde aubergine
TID_PINEAPPLE_JUICE,Ananassap
TID_PRODUCT_BROCCOLISOUP,Broccolisoep
TID_PRODUCT_CUCUMBERSANDWICH,Komkommersandwich
TID_PRODUCT_CUCUMBERSMOOTHIE,Komkommersmoothie
TID_PRODUCT_BROCCOLIMAC,Broccolipasta
TID_FEATURE_POPUP_TIMER,Eindigt over: <TIME>
TID_FEATURE_POPUP_PREPARATION_TIMER,Begint over: <TIME>
TID_FEATURE_POPUP_EVENT_FINISHED,Evenement is afgelopen!
TID_DEFAULT_NEIGHBORHOOD_NAME,Mijn buurt
TID_DECO_BEACHTOYS,Strandspeeltjes
TID_DECO_SCUBAGEAR,Duikersuitrusting
TID_DECO_BASKETBALLHOOP,Basket
TID_DECO_GOALPOST,Doel
TID_DECO_MAPLEBONSAI,Esdoornbonsai
TID_DECO_PINEBONSAI,Dennenbonsai
TID_DECO_COLUMNPOT,Zuilpot
TID_DECO_LARGEPOT,Grote pot
TID_DECO_RUSTICPOT,Rustieke pot
TID_DECO_BIGDRUM,Grote drum
TID_DECO_GONG,Gong
TID_DECO_PIGSTATUE,Varkensbeeld
TID_DECO_FIREWORKSCART,Vuurwerkkarretje
TID_DECO_STARRYARCH,Sterrenboog
TID_DECO_PIANO,Piano
TID_DECO_LOVELYBRIDGE,Lieflijke brug
TID_DECO_LOVELYBENCH,Lieflijke bank
TID_DECO_REDFENCE,Rood hek
TID_DECO_STARFENCE,Sterrenhek
TID_BARN_OFFER_TITLE,Onmiddellijke schuurupgrade!
TID_BARN_OFFER_FLIP_TEXT,Vergroot je schuuropslag onmiddellijk met <FREE_AFTER_AMOUNT>!\n\n<CONTENTS>
TID_BARN_OFFER_FLIP_TEXT2,Haal nu een onmiddellijke schuurupgrade met korting!
TID_OFFER_PURCHASABLE_ONCE,Je kunt slechts één keer gebruikmaken van deze aanbieding.
TID_OFFER_VALUES_TITLE,Waarde:
TID_SILO_OFFER_TITLE,Onmiddellijke silo-upgrade!
TID_SILO_OFFER_FLIP_TEXT,Vergroot je silo-opslag onmiddellijk met <FREE_AFTER_AMOUNT>!\n\n<CONTENTS>
TID_SILO_OFFER_FLIP_TEXT2,Haal nu een onmiddellijke silo-upgrade met korting!
TID_BOOSTER_OFFER_TITLE,Boosteraanbieding
TID_BOOSTER_OFFER_FLIP_TEXT,<CONTENTS>
TID_OFFER_BOOSTER_FREE_STORAGE_TEXT,Deze boosters nemen geen opslagruimte in beslag.
TID_BOOSTER_OFFER_RANDOM_ENTRY,- <AMOUNT> willekeurige boosters van <STARS> sterren of meer
TID_BOOSTER_OFFER_RANDOM5STARS_ENTRY,- <AMOUNT> willekeurige boosters van gegarandeerd 5 sterren!
TID_BUNDLE_OFFER_TITLE,Bundelaanbieding
TID_BUNDLE_OFFER_FLIP_TEXT,<CONTENTS>
