TID,TR
TID_TRAILER_HOTROD_RAINBOW,Gökkuşağı açık
TID_TRAILER_HOTROD_ROOF,Mavi kapalı
TID_TRAILER_HOTROD_LOBSTER,Sarı kapalı
TID_TRAILER_HOTROD_JOKER,Yeşil kapalı
TID_TRAILER_HOTROD_VINTAGE,Beyaz kapalı
TID_TRAILER_WOODEN_FLATBED1,Açık düz platform
TID_TRAILER_WOODEN_FLATBED2,Koyu düz platform
TID_WHEELS_REDAND_GOLD_BLING_GREY,Şık gri
TID_WHEELS_REDAND_GOLD_BLING_RUBBER,Şık sarı
TID_WHEELS_ORIGINAL_CHROME,Orijinal krom
TID_WHEELS_ORIGINAL_REF,Sade kırmızı
TID_WHEELS_ORIGINAL_GOLD,Sade altın
TID_WHEELS_ORIGINAL_BROWN,Temel yeşil
TID_WHEELS_ORIGINAL_DARK,Sade mavi
TID_WHEELS_HOTROD_RED,İki tonlu kırmızı
TID_WHEELS_HOTROD_BLACK,İki tonlu siyah
TID_WHEELS_HOTROD_WHITE,İki tonlu beyaz
TID_WHEELS_HOTROD_COPPER,İki tonlu bakır
TID_WHEELS_HOTROD_TEAL,İki tonlu deniz mavisi
TID_WHEELS_SPOKES_CHROME,Krom tekerlek desenleri
TID_WHEELS_SPOKES_GOLD,Altın tekerlek desenleri
TID_WHEELS_SPOKES_JOKER,Mor tekerlek desenleri
TID_WHEELS_SPOKES_TEAL,Deniz mavisi tekerlek desenleri
TID_WHEELS_SPOKES_BARBIE,Pembe tekerlek desenleri
TID_WHEELS_SPOKES_WOODEN,Kahverengi tekerlek desenleri
TID_WHEELS_HOT_WHEELS,Geniş
TID_DECO_SHEEPTOY,Koyun üzengi taşı
TID_DECO_PIGTOY,Domuz tahterevallisi
TID_DECO_CARTOY,Traktör üzengi taşı
TID_DECO_AGILITYTIRE,Çeviklik lastiği
TID_DECO_SEASONTREE,Mevsim ağacı
TID_DECO_ROCKINGUNICORN,Sallanan tek boynuzlu at
TID_DECO_ROUNDABOUT,Atlı karınca
TID_DECO_TRELLISFENCE,Kafes çit
TID_DECO_LOGPATH,Kütük yolu
TID_DECO_WHEELFENCE,Tekerlek çit
TID_DECO_FLOWERPATH,Mavi çiçek yolu
TID_RENOVATION_CATALOG_TITLE,Bir katalog seç
TID_RENOVATION_CATALOG_STYLE_GUIDE,Tarz kitabı
TID_RENOVATION_CATALOG_STYLE_GUIDE_INFO,Tarzları tamamla ve ödüller kazan!
TID_RENOVATION_CATALOG_STICKER_BOOK,Koleksiyon kitabı
TID_RENOVATION_CATALOG_STICKER_BOOK_INFO,Şimdiye kadar kurduğun her şeyi inşa et!
TID_STYLE_GUIDE_PAGE_COLLECT_BUTTON,Topla
TID_POPUP_PROBABILITY_TITLE,İhtimaller
TID_DECO_DOGBED,Köpek yatağı
TID_DECO_DOGPOOL,Köpek havuzu
TID_DECO_RABBITPOLE,Havuç engeli
TID_DECO_ELEPHANTSLIDE,Fil kaydırağı
TID_BODY_FLAMEON_BLACK,Alevli siyah
TID_ROOF_ORIGINAL_VIOLET,Menekşe rengi
TID_ROOF_ATTIC_WINDOWS_BROWN,Kahverengi çatı katı
TID_ROOF_ATTIC_WINDOWS_PINK,Pembe çatı katı
TID_ROOF_ATTIC_WINDOWS_BABY_BLUE,Açık mavi çatı katı
TID_ROOF_SPIKES_WHITE,Çivili beyaz
TID_BODY_FASTER_STRIPES_RACING_GREEN,Çizgili yeşil
TID_PORCH_OVERGROWN,Taş
TID_PERCENTAGE,%<NUMBER>
TID_ACCOUNT_DISABLED_TEXT,Hesap Devre Dışı Bırakıldı
TID_ACCOUNT_DELETED_ON_REQUEST_TEXT,Bu hesap bir silme talebi üzerine devre dışı bırakıldı ve geri getirilemez.
TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT,Bu hesap aktif olmadığı için devre dışı bırakıldı ve geri getirilemez.
TID_NATIVE_DIALOG_ACCOUNT_DISABLED_BUTTON,Tamam
TID_CUSTOMIZE_SEARCHING,Aranıyor...
TID_STYLE_GUIDE_PAGE_COLLECTED,Tamamla!
TID_FLOATER_COLLECT_STYLE_INCOMPLETE,Toplamadan önce bu tarzı tamamla
TID_ACCOUNT_DELETION_WARNING_TITLE,Hesap Silme Uyarısı
TID_DECO_RAINBOWFLOWERPATH,Çiçek yolu
TID_RENOVATOR_COMING_SOON,İnşaatçı <LEVEL>. seviyede açılır
TID_RENOVATOR_COMING_SOON_ACHIEVEMENTS,İnşaatçı <POINTS> başarıda açılır
TID_CUSTOMIZE_RENEWSTOCKTEXT,Stokun yenilenmesine:
TID_CUSTOMIZE_ARRIVEINTEXT,İnşaatçının gelmesine:
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_GIFT_DIAMONDS_V2,App Store'da yeni güncelleme var! Şimdi güncelle ve <NUMBER> elmas kazan.\n\nGüncellemenin mağazada görünmesi 1 saati bulabilir.\nGüncelle düğmesi çalışmıyorsa App Store > Güncellemeler yolunu izle ve ekranı aşağı çekip yenile.
TID_RENOVATOR_TUTORIAL1,"Çiftliğini özelleştirmek ister misin? İnşaatçı Maggie ile tanış!\n\nSenin için ücretsiz bir şeyler de getirdi, haydi bir göz atalım."
TID_RENOVATOR_TUTORIAL2,"Maggie, her Pazartesi farklı fiyatlara sahip yeni ve MÖÖhteşem seçeneklerle gelir. Hatta küçük bir ücret ödeyerek daha fazla seçenek de görebilirsin.\n\nÖzelleştirme önerileri mi istiyorsun? Kataloglara göz at!"
TID_RENOVATOR_TUTORIAL3,"Ama unutma: Fiyatlar Maggie'nin hizmet bedeli olduğu için her değişiklikte ödeme yapman gerekir. Daha önce aldığın seçenekler için de bu durum geçerlidir. O ücretsiz çalışamaz, biliyorsun!\n\nÇiftliğini özelleştirirken eğlenmeni umuyoruz!"
TID_CUSTOMIZE_STYLEGUIDE_UNLOCKDESC,Ödülleri toplamak için aynı anda üç parçaya da sahip ol!
TID_CUSTOMIZE_STYLEGUIDE_COMPLETE,Tamamla
TID_RENOVATOR_TUTORIAL1_b,Tezgaha dokun ve çiftliğini özelleştirmeye başla!
TID_CUSTOMIZE_FREE_PART,Ücretsiz!
TID_CUSTOMIZATION_CATEGORY1,Ev çatısı
TID_CUSTOMIZATION_CATEGORY2,Ev duvarları
TID_CUSTOMIZATION_CATEGORY3,Ev verandası
TID_CUSTOMIZATION_CATEGORY4,Kamyon kabini
TID_CUSTOMIZATION_CATEGORY5,Kamyon römorku
TID_CUSTOMIZATION_CATEGORY6,Kamyon tekerlekleri
TID_CUSTOMIZATION_CATEGORY7,Cadde üzeri dükkan tentesi
TID_CUSTOMIZATION_CATEGORY8,Cadde üzeri dükkan sandıkları
TID_CUSTOMIZATION_CATEGORY9,Cadde üzeri dükkan temeli
TID_DECO_SEASONTREE_DESC,Mevsimlere göre değişir
TID_STYLE_GUIDE_SETNAME_TRUCK1,Güneşli gün tarzı
TID_STYLE_GUIDE_SETNAME_TRUCK2,Gece yarısı tarzı
TID_STYLE_GUIDE_SETNAME_TRUCK3,Gökkuşağı tarzı
TID_STYLE_GUIDE_SETNAME_TRUCK4,Balonlu sakız tarzı
TID_STYLE_GUIDE_SETNAME_TRUCK5,Alevli tarz
TID_STYLE_GUIDE_SETNAME_HOUSE1,Mavi tarz
TID_STYLE_GUIDE_SETNAME_HOUSE2,Kulübe tarzı
TID_STYLE_GUIDE_SETNAME_HOUSE3,Ağıl tarzı
TID_STYLE_GUIDE_SETNAME_HOUSE4,Konuk evi tarzı
TID_STYLE_GUIDE_SETNAME_HOUSE5,Antika tarz
TID_DECO_FLOWERLOGPATH,Çiçekli kütük yolu
TID_NOTIFICATIONS_SETTINGS_BUILDERS,İnşaatçı bildirimleri
TID_NOTIFICATION_BUILDER_ARRIVED,İnşaatçı Maggie geldi! Çiftliğini özelleştirmek için onun yeni koleksiyonuna göz at!
TID_NOTIFICATION_BUILDER_LEAVING,İnşaatçı Maggie yakında ayrılacak! Hala çiftliğini özelleştirebilirsin!
TID_BASE_ORIGINAL,Orijinal ahşap
TID_BASE_ORIGINAL_GREEN,Yeşil ahşap
TID_BASE_ORIGINAL_PURPLE,Mor ahşap
TID_BASE_ORIGINAL_GREENBRIGHT,Açık yeşil ahşap
TID_BASE_BUNTING_RED,Kırmızı bayraklar
TID_BASE_BUNTING_PINK,Pembe bayraklar
TID_BASE_BUNTING_YELLOWNBLUE,Parlak bayraklar
TID_BASE_BUNTING_BLUE,Mavi bayraklar
TID_BASE_TILES02_CHECK_ORANGE,Damalı turuncu
TID_BASE_TILES02_CHECK_BROWN,Damalı kahverengi
TID_BASE_TILES02_CHECK_DARKBLUE,Damalı koyu mavi
TID_BASE_TILES02_CHECK_BLUENWHITE,Damalı mavi
TID_BASE_TILES02_CHECK_GREENNGREEN,Damalı yeşil
TID_BASE_WOODNSTRAW_YELLOW,Sarı hasır
TID_BASE_WOODNSTRAW_DARK,Koyu hasır
TID_BASE_WOODNSTRAW_GREEN,Taze hasır
TID_BASE_TILES03_STONES_ORIGINAL,Taş
TID_BASE_TILES01_PLAIN_PURPLE,Kestane rengi karo
TID_BASE_TILES01_PLAIN_WHITE,Beyaz karo
TID_BASE_TILES01_PLAIN_MOODYBLUE,Mavi karo
TID_BASE_TILES01_PLAIN_KINDAGREEN,Açık yeşil karo
TID_BASE_SANCTUARY,Kaplanmış
TID_CRATES_ORIGINAL,Orijinal ahşap
TID_CRATES_STRIPED_ORANGE,Çizgili turuncu
TID_CRATES_STRIPED_BLUE,Çizgili mavi
TID_CRATES_STRIPED_GREEN,Çizgili yeşil
TID_CRATES_STRIPED_PINKWHITE,Çizgili pembe
TID_CRATES_RAINBOW,Gökkuşağı
TID_CRATES_WOOD03_LOGS_BROWN,Kahverengi kalas
TID_CRATES_WOOD03_LOGS_PINK,Pembe kalas
TID_CRATES_WOOD03_LOGS_BLUE,Mavi kalas
TID_CRATES_WOOD04_FENCE_WHITE,Beyaz çitli
TID_CRATES_WOOD04_FENCE_OLDGREEN,Yeşil çitli
TID_CRATES_WOOD04_FENCE_PURPLE,Mor çitli
TID_CRATES_WOOD04_FENCE_LIGHTBROWN,Kahverengi çitli
TID_CRATES_CHUNKYPLASTIC_RED,Topaklı kırmızı
TID_CRATES_CHUNKYPLASTIC_BLUEP,Topaklı mavi
TID_CRATES_CHUNKYPLASTIC_BRIGHT,Topaklı parlak
TID_CRATES_CHUNKYPLASTIC_OLDGREEN,Topaklı yeşil
TID_CRATES_CHUNKYPLASTIC_BARBIE,Topaklı pembe
TID_CRATES_CHUNKYPLASTIC_WHITE,Topaklı kahverengi
TID_CRATES_CHUNKYPLASTIC_GARDEN,Topaklı bahçe
TID_CRATES_CHUNKYPLASTIC_BLUE,Topaklı beyaz
TID_CRATES_BUNTING_YELLOW,Paketli sarı
TID_CRATES_BUNTING_PINK,Paketli pembe
TID_CRATES_BUNTING_GREEN,Paketli yeşil
TID_CRATES_BUNTING_BLUE,Paketli mavi
TID_CRATES_WOOD05_TARP_YELLOW,Sarı çerçeveli
TID_CRATES_WOOD05_TARP_SALMON,Turuncu çerçeveli
TID_CRATES_WOOD05_TARP_GREEN,Yeşil çerçeveli
TID_CRATES_WOOD05_TARP_VINTAGE,Pastel çerçeveli
TID_CRATES_WOOD05_TARP_OLIVE,Açık yeşil çerçeveli
TID_CRATES_ORIGINAL_GREEN,Yeşil ahşap
TID_CRATES_ORIGINAL_BLUEDARK,Koyu ahşap
TID_CRATES_ORIGINAL_PURPLE,Mor ahşap
TID_MARQUEES_ORIGINAL_PINKYELLOW,Çizgili parlak
TID_MARQUEES_ORIGINAL_BLUEYELLOW,Çizgili sarı
TID_MARQUEES_ORIGINAL_ORANGEWHITE,Çizgili turuncu
TID_MARQUEES_ORIGINAL_PURPLEBLUE,Çizgili koyu
TID_MARQUEES_ORIGINAL_GREENS,Çizgili yeşil
TID_MARQUEES_ORIGINAL_REDWHITE,Orijinal çizgili
TID_MARQUEES_RAINBOW,Gökkuşağı
TID_MARQUEES_RAINBOW02,Koyu gökkuşağı
TID_MARQUEES_STRAW_YELLOW,Sarı hasır
TID_MARQUEES_STRAW1_PINK,Pembe hasır
TID_MARQUEES_STRAW1_GREEN,Koyu hasır
TID_MARQUEES_STRAW1_DARK,Taze hasır
TID_MARQUEES_TILES_BLACK,Pürüzsüz siyah
TID_MARQUEES_TILES01_PURPLE,Pürüzsüz mor
TID_MARQUEES_TILES01_KINDARED,Pürüzsüz kırmızı
TID_MARQUEES_TILES01_GREEN,Pürüzsüz yeşil
TID_MARQUEES_TILES01_BLUE,Pürüzsüz mavi
TID_MARQUEES_UMBRELLA01_RED,Kırmızı şemsiye
TID_MARQUEES_UMBRELLA01_BLUE,Mavi şemsiye
TID_MARQUEES_UMBRELLA01_GREEN,Yeşil şemsiye
TID_MARQUEES_UMBRELLA01_BLUPLE,Mor şemsiye
TID_MARQUEES_UMBRELLA01_BRIGHT,Parlak şemsiye
TID_MARQUEES_UMBRELLA01_YELLOW,Sarı şemsiye
TID_MARQUEES_UMBRELLA01_BARBIE,Pembe şemsiye
TID_MARQUEES_WOOD02_PLANKS_KINDARED,Kırmızı ahşap
TID_MARQUEES_WOOD02_PLANKS_GREEN,Yeşil ahşap
TID_MARQUEES_WOOD02_PLANKS_SPOOKY_PURPLE,Mor ahşap
TID_MARQUEES_WOOD02_PLANKS_BLACK,Siyah ahşap
TID_MARQUEES_WOOD02_PLANKS_BLUE,Mavi ahşap
TID_MARQUEES_WOOD02_PLANKS_BROWN,Kahverengi ahşap
TID_MARQUEES_WOOD02_PLANKS_LIGHT_BROWN,Açık ahşap
TID_MARQUEES_WOOD01_PLANKS_DARK,Koyu kalas
TID_MARQUEES_WOOD01_BROWN,Kalas
TID_MARQUEES_SANCTUARY_YELLOW,Sarı tente
TID_MARQUEES_SANCTUARY_PINK,Pembe tente
TID_MARQUEES_SANCTUARY_VINTAGE,Pastel tente
TID_MARQUEES_SANCTUARY_OLIVE,Açık yeşil tente
TID_MARQUEES_BUNTING_RED,Kırmızı bayraklar
TID_MARQUEES_BUNTING_PINK,Pembe bayraklar
TID_MARQUEES_BUNTING_YELLOWBLUE,Sarı bayraklar
TID_MARQUEES_BUNTING_BLUE,Mavi bayraklar
TID_FEATURE_BUILDER,İnşaatçı
TID_ERROR_POP_UP_ACCOUNT_LOCKED_BUTTON_CONTACT_PS,Destek ile İletişime Geç
TID_ERROR_POP_UP_ACCOUNT_LOCKED_BUTTON_CANCEL,İptal
TID_ERROR_POP_UP_BANNED_BUTTON_CANCEL,İptal
TID_STYLE_GUIDE_SETNAME_ROADSIDE1,Festival tarzı
TID_STYLE_GUIDE_SETNAME_ROADSIDE2,Kırsal tarz
TID_STYLE_GUIDE_SETNAME_ROADSIDE3,Gökkuşağı tarzı
TID_STYLE_GUIDE_SETNAME_ROADSIDE4,Pastel tarz
TID_STYLE_GUIDE_SETNAME_ROADSIDE5,Pazar tarzı
TID_FRUIT_TREE_HUD_HELP_ALREADY_REQUESTED,Yardım tabelası yerleştirildi. Arkadaşlarından gelip canlandırmalarını iste!
TID_CUSTOMIZE_TITLE_VISITING,Özelleştirmeler
TID_TOWNHALL_SETTINGS_TITLE,Ayarlar
TID_TOWNHALL_SORTING_SETTINGS_ALL_TAB,TÜMÜ Sekme Sıralaması
TID_TOWNHALL_SORTING_SETTINGS_IDLE_TAB,BOŞTA Sekme Sıralaması
TID_TOWNHALL_SORTING_SETTINGS_SERVING_TAB,HİZMET ALAN Sekme Sıralaması
TID_TOWNHALL_SORTING_SETTINGS_READY_TAB,HAZIR Sekme Sıralaması
TID_TOWNHALL_SORTING_SETTINGS_WAITING_TAB,BEKLEYEN Sekme Sıralaması
TID_TOWNHALL_SORTING_SETTINGS_SERVING_TIME_LEFT,"Hizmet alan, kalan süreye göre"
TID_TOWNHALL_SORTING_SETTINGS_NUMBER_OF_BUILDINGS_LEFT,Kalan bina sayısına göre
TID_TOWNHALL_SORTING_SETTINGS_BUILDING_TYPE,Bina türüne göre
TID_TOWNHALL_SORTING_SETTINGS_PASSENGER_TYPE,Kasaba türüne göre
TID_FLOATER_COMPLETE_TASK_AND_CLAIM_REWARDS_AFTER_DERBY,Derbi bittikten sonra ödüllerini almak için en az bir derbi görevi tamamla!
TID_DERBY_REWARDS_BUTTON_DISMISS,Tamam
TID_DERBY_OVER_REWARDS_KEYS_TEXT_COMPLETE_MORE_TASKS,Ödül almak için en az bir derbi görevi tamamla!
TID_DERBY_OVER_TEXT_PRIZE_COMPLETE_MORE_TASKS,Mahallen ilk 3'e girdi! Komşuların görevleri tamamladı ve harika ödüller kazandı. İlk 3 ödülü almak için sonraki derbide en az bir görev tamamla!
TID_DERBY_OVER_BUTTON_COMPLETE_MORE_TASKS,Tamam
TID_TACKLE_BOX_FULL_DESCRIPTION_AT_HOME_FARM,Malzeme kutusu dolu! Balık avlama bölgesine git ve malzeme kutunu yükselterek yer aç.
TID_TACKLE_BOX_FULL_BUTTON,Tamam
TID_NEIGHBORHOOD_EDIT_TAGS,Etiketleri düzenle
TID_NHSEARCH_TAGCOUNT,<SELECTED>/<MAX> etiket seçildi
TID_NHSEARCH_EDIT_TAGS_BUTTON_ADD,Tamam
TID_NHRECOMMENDED_TITLE,Bir Mahalleye katıl
TID_NHRECOMMENDED_INFO1,"Komşularla sohbet et, ticaret yap ve derbiye katıl!"
TID_NHRECOMMENDED_DESC,Oynamanın en eğlenceli yolu!
TID_NHEDIT_TITLEMOTTO,Açıklama:
TID_NHEDIT_MOTODESC,Sadece Mahallenin bilgi sayfasında ve önerilerde görünür.
TID_NHEDIT_TITLEDESC,Ek bilgiler:
TID_NHEDIT_DESCDESC,Sadece Mahallenin bilgi sayfasında görünür.
TID_NHEDIT_TAGTITLE,Mahalle Etiketleri:
TID_NH_TAGCLOUD_TITLE,Etiketleri seç
TID_NH_TAGCLOUD_DESC,Mahallenin daha kolay bulunabilmesi için etiket ekle!
TID_NHSEARCH_MEMBERS,Üyeler
TID_NAME_YOUR_PET,Evcil hayvanını adlandır
TID_NAME_YOUR_PET_FAILED,GEÇERSİZ AD!
TID_NHPAGE_TITLE_DESC,Ek bilgiler:
TID_NHSEARCH_JOINTYPE,Mahalle türü
TID_NHSEARCH_LANGUAGE,Sohbet dili
TID_NHSEARCH_DERBYLEAGUE,Derbi ligi
TID_NHSEARCH_TAGS,Etiketler
TID_ADVANCED_SEARCH,Gelişmiş seçenekler
TID_NH_INFO_MEMBERS,Üyeler
TID_NH_INFO_TYPE,Katılım türü
TID_NH_INFO_REQUIRED_LEVEL,Gerekli seviye
TID_NH_INFO_LANGUAGE,Dil
TID_NH_INFO_DERBYLOG,Derbi günlüğü
TID_NH_INFO_DERBYLEAGUE,Derbi ligi
TID_POPUPCATALOG_BUYBACK_TITLE,<PART> kurulsun mu?
TID_POPUPCATALOG_BUYBACK_DESC,<NAME>
TID_POPUPCATALOG_BUYBACK_BUTTON_BUILD_AGAIN,Yeniden inşa et
TID_CATALOG_BUYBACK,Yeniden inşa et
TID_FLOATER_STICKER_BOOK_ITEM_ALREADY_INSTALLED,<PARAM> zaten kurulu!
TID_FLOATER_BUILDER_ARRIVES_IN,İnşaatçının gelmesine <TIME> var
TID_LEAGUE_ANY,Hepsi
TID_LANGUAGE_ANY,Hepsi
TID_JOINTYPE_ANY,Hepsi
TID_NEIGHBORHOOD_TAB_INFO,Bilgi
TID_NEIGHBORHOOD_TAB_SEARCH,Ara
TID_NEIGHBORHOOD_TAB_CREATE,Oluştur
TID_NEIGHBORHOOD_TAB_TROPHIES,Kupalar
TID_NEIGHBORHOOD_TAB_MEMBERS,Üyeler
TID_NEIGHBORHOOD_TAB_RECOMMENDED,Önerilenler
TID_NHSEARCH_PROMPT,Mahalle adı veya etiketle arama yapabilirsin.
TID_NHTAG_CHATTY,Konuşkan
TID_NHTAG_QUIET,Sessiz
TID_NHTAG_INTERNATIONAL,Uluslararası
TID_NHTAG_DERBYFOCUSED,Derbi odaklı
TID_NHTAG_DERBYCASUAL,Rahat Derbi
TID_NHTAG_DERBY320,Derbi: Sadece 320
TID_NHTAG_LOVESTOWN,Kasaba oyuncuları
TID_NHTAG_HELPERS,Yardımcılar
TID_NHTAG_TRADERS,Tüccarlar
TID_ACCOUNT_DELETION_WARNING_TEXT,Bu hesabın silinmesini talep ettin. Silme talebini iptal etmek için <TIME> kaldı.
TID_NEIGHBORHOOD_SEARCH_ADVANCED_OPTIONS_INFO,"Dile, derbi ligine veya etikete göre filtrelemek için gelişmiş seçenekleri kullan."
TID_JOINTYPE_ONLY_JOINABLE,Sadece katılabildiklerim
TID_NHTAG_DERBYANY,Derbi: Tüm görevler
TID_NHTAG_FUN,Eğlenceli
TID_NHTAG_ACTIVE,Aktif
TID_NHTAG_COMPETITIVE,Rekabetçi
TID_MINT,Nane
TID_WATERMELON,Karpuz
TID_BELLPEPPER,Dolma Biber
TID_PLUMTREE,Erik ağacı
TID_PLUM,Erik
TID_PRODUCT_VEGGIEDIPS,Sebze tabağı
TID_PRODUCT_MINTICECREAM,Naneli dondurma
TID_PRODUCT_PEPPERSOUP,Dolma biber çorbası
TID_PRODUCT_MINTTEA,Nane çayı
TID_PRODUCT_WATERMELONLEMONADE,Karpuz suyu
TID_PRODUCT_PLUMJAM,Erik reçeli
TID_PRODUCT_PLUMSMOOTHIE,Erikli buzlu içecek
TID_NEIGHBORHOOD_PROFANITIES_IN_MOTTO,Geçersiz metin!
TID_DECO_AXESTUMP,Balta kökü
TID_DECO_WITCHCAT,Cadı kedi heykeli
TID_DECO_PRODUCECRATES,Ürün sandıkları
TID_DECO_RAKE,Tırmık
TID_DECO_LEAFPILE,Yaprak yığını
TID_DECO_MUSHROOMPATH,Mantarlı patika
TID_DECO_BEACHSIGN,Plaj tabelası
TID_DECO_COOLER,Buzluk
TID_DECO_FISHFLOATIE,Şişme balık havuz
TID_DECO_SANDPATH,Kum patika
TID_DECO_SURFBOARDFENCE,Sörf tahtası çit
TID_DECO_PINWHEEL,Fırıldak
TID_DECO_DECOH,Dekoratif H
TID_DECO_DECOA,Dekoratif A
TID_DECO_DECOY,Dekoratif Y
TID_DECO_DECOD,Dekoratif D
TID_DERBY_BLOSSOM_TASK_TITLE,Açan çiçekler görevi
TID_DERBY_BLOSSOM_TASK_DESC,Bu görevi tamamladığında panoya dönüyor ve puanı artıyor!
TID_ADD_MORE_NH_MEMBERS_DETAILS,Katılacak oyuncuları davet et ve oyuncuların daha kolay bulması için mahallenin etiketlerini ayarlamayı unutma!
TID_ADD_NH_MEMBERS_PROMPT,"Mahalleler, daha çok kişiyle daha eğlenceli olur!"
TID_NHINFO_TAGTITLE,Mahalle Etiketleri:
TID_HELPSHIFT_REQUIRES_OPTIONAL_UPDATE,Destek ile iletişime geçmek için Hay Day'i güncelle
TID_CATALOG_BUYBACK_INSTALLED,Şu anda kurulu
TID_PLUM_TREE_FB_HELP_TEXT,Erik ağacımın acilen sulanması gerekiyor. Yardım edebilir misin?
TID_PRODUCT_PLUM_DESCRIPTION,Erik ağacından topla
TID_TREE_PLUMTREE_DESCRIPTION,Üç defa topla
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT_ALREADY_PICKED_ONCE,Bu görevi zaten daha önce aldın. Komşularından tamamlamalarını iste!
TID_CUSTOMIZE_BTN_STYLE_INFO_TOOLTIP,Bu öğe bir tarzın parçası. Daha fazla bilgi için Tarz kitabına göz at!
TID_NH_INFO_TYPE_SHORT,Tür
TID_BOOSTER_MORE_CASH,Daha Fazla Altın
TID_BOOSTER_DESCRIPTION_MORE_CASH,"Çiftlik ziyaretçileri, kamyon, tekne ve kasaba siparişleri önümüzdeki <TIME> saat boyunca %<NUMBER> daha fazla altın kazandırır."
TID_BOOSTER_HEAVIER_FISH,Büyük Balıklar
TID_BOOSTER_DESCRIPTION_HEAVIER_FISH,Balıkçılık eylemleri <TIME> saatliğine %<NUMBER> daha büyük balıklar verir.
TID_BOOSTER_MINING_MORE_ORES,Daha Fazla Cevher
TID_BOOSTER_DESCRIPTION_MINING_MORE_ORES_MULTIPLE,Maden aletleri <TIME> dakikalığına fazladan <NUMBER> cevher çıkarır.
TID_CALENDAR_EVENT_PEOPLE_SPECIAL_REQUEST_TITLE,Bahçe satışı!
TID_CALENDAR_EVENT_PEOPLE_ORDER_SPECIAL_REQUEST_TEXT,Çiftliği yeniden dekore etme zamanı! Bu etkinlik boyunca çiftliğine gelen ziyaretçiler dekorasyon satın almak istiyor! İstemediğin dekorasyonları depoya koyup satışa başla!
TID_NOTIFICATIONS_SETTINGS_LIVE_SHOP_OFFERS,Dükkan bildirimleri
TID_NEIGHBORHOOD_DERBY,Mahalle Derbisi
TID_NEIGHBORHOOD_ONLINE_MEMBER_COUNT,<ONLINE>/<MAX> komşu çevrimiçi
TID_VISITOR_HELP_RECEIVED_FROM_FRIEND,<PARAM> ziyaretçine yardım etti!
TID_VISITOR_HELP_RECEIVED_FROM_ANONYMOUS,Biri ziyaretçine yardım etti!
TID_STREAM_EVENT_VISITOR_HELP_REQUESTED,Kasabamda yardım gerekiyor!
TID_BOOSTER_DESCRIPTION_MINING_MORE_ORES_SINGLE,Maden aletleri <TIME> dakikalığına fazladan <NUMBER> cevher çıkarır.
TID_BODY_RUSTY_YELLOW,Kirli sarı
TID_BODY_RUSTY_RED,Kirli kırmızı
TID_BODY_RUSTY_BLUE,Kirli mavi
TID_BODY_RUSTY_PINK,Kirli pembe
TID_CANNOT_OPEN_CALENDAR_EVENT_GIFT_BOX,Az kaldı! Bu hediyeyi açmayı <NUMBER> gün sonra tekrar dene.
TID_CALENDAR_EVENT_GIFT_BOX_ALREADY_OPENED,Bu hediye kutusu zaten açıldı!
TID_STYLE_GUIDE_SETNAME_HOUSE6,Sevimli tarz
TID_STYLE_GUIDE_SETNAME_HOUSE7,Balıkçı tarzı
TID_STYLE_GUIDE_SETNAME_TRUCK6,Eski tarz
TID_STYLE_GUIDE_SETNAME_TRUCK7,Kırmızı tarz
TID_STYLE_GUIDE_SETNAME_ROADSIDE6,Yaz tarzı
TID_STYLE_GUIDE_SETNAME_ROADSIDE7,Mavi tarz
TID_STREAM_EVENT_TRUCK_ORDER_HELP_REQUESTED,Kasabamın bir kamyon siparişinde yardıma ihtiyacı var!
TID_TRUCK_ORDER_HELP_RECEIVED_FROM_FRIEND,<PARAM> kamyon siparişine yardım etti!
TID_TRUCK_ORDER_HELP_RECEIVED_FROM_ANONYMOUS,Biri kamyon siparişine yardım etti!
TID_ORDER_TABLE_WAITING_TEXT_REQUEST_HELP,Bu çiftçinin şu anda bu siparişle ilgili yardıma ihtiyacı yok.
TID_TRUCK_ORDER_EXTRA_HELP_JOIN_A_NEIGHBORHOOD,Ekstra yardımda bulunmak için bir mahalleye katıl!
TID_TRUCK_ORDER_EXTRA_HELP_INVITE_NEIGHBORHOOD,Kamyon siparişinde ekstra yardım almak için <PARAM> adlı kişiyi mahallene davet et!
TID_TRUCK_ORDER_EXTRA_HELP_JOIN_THIS_NEIGHBORHOOD,Ekstra yardımda bulunmak için bu çiftçinin mahallesine katıl!
TID_VISITOR_HELP_EXTRA_HELP_JOIN_A_NEIGHBORHOOD,Ekstra yardımda bulunmak için bir mahalleye katıl!
TID_VISITOR_HELP_EXTRA_HELP_INVITE_NEIGHBORHOOD,Ziyaretçiyle ilgili ekstra yardım almak için <PARAM> adlı kişiyi mahallene davet et!
TID_VISITOR_HELP_EXTRA_HELP_JOIN_THIS_NEIGHBORHOOD,Ekstra yardımda bulunmak için bu çiftçinin mahallesine katıl!
TID_VISITOR_EXTRA_HELP_POPUP_NEIGHBORHOOD_CONFIRM_BUTTON_OK,Tamam
TID_VISITOR_EXTRA_HELP_POPUP_NEIGHBORHOOD_TITLE,Ekstra Yardım
