TID,VI
TID_ADVANCED_EVENT_SUCCESS_TEXT_EASTER2016,Cộng đồng chúng ta đã cùng nhau có thời gian câu cá thật thú vị. Vậy là tất cả chúng ta đã sẵn sàng đón lễ Phục sinh tuyệt vời vào cuối tuần!
TID_ADVANCED_EVENT_TEXT_CHINESENEWYEAR2016,"Sắp đến Tết Nguyên Đán rồi, các đơn hàng thuyền đang đổ về! Nếu may mắn, bạn thậm chí có thể nhìn thấy cả pháo hoa trong khu vực đánh bắt cá. Hãy hoàn thành càng nhiều chuyến hàng bằng thuyền trên sông càng tốt trước khi hết thời gian! Hãy đạt mục tiêu cá nhân của bạn để giành những phần thưởng tuyệt vời. Kết quả của bạn cũng sẽ đóng góp vào mục tiêu toàn cầu của cộng đồng. Hãy đạt mục tiêu toàn cầu cùng các nông dân trên toàn thế giới và tất cả mọi người đều sẽ được thưởng."
TID_ADVANCED_EVENT_NOTIFICATION_CHINESENEWYEAR2016,Hãy xem ngay sự kiện Tết Nguyên Đán với nhiều phần thưởng lớn!
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_CHINESENEWYEAR2016,Xin chào <NAME>! Đợt giao hàng bằng thuyền đã thành công rực rỡ! Năm con Khỉ bắt đầu thật tưng bừng! Cảm ơn tất cả mọi người đã tham gia sự kiện toàn cầu. Chúng ta đã cùng nhau tạo nên kỳ tích này! Hãy nhận phần thưởng này thay cho lời cảm ơn vì những đóng góp của bạn!
TID_ADVANCED_EVENT_SUCCESS_TITLE_CHINESENEWYEAR2016,Chúc mừng năm Thân!
TID_ADVANCED_EVENT_SUCCESS_TEXT_CHINESENEWYEAR2016,"Cùng nhau, cộng đồng chúng ta đã hoàn thành số đợt giao hàng bằng thuyền không thể tin được, một khởi đầu tuyệt vời cho năm con Khỉ!"
TID_EVENT_PAMFLET_CHINESENEWYEAR2016,Sắp đến Tết Nguyên Đán rồi!
TID_FLOATER_MISSING_MATERIALS_FOR_SILO_UPGRADE,Thiếu vật liệu nâng cấp
TID_BALLOONHEARTS,Xe hoa Lễ tình nhân
TID_DERBY_OPTED_OUT_RACE_TAB_INACTIVE,Hãy chờ cho đến khi có một người hàng xóm nhận nhiệm vụ!
TID_DERBY_SCORE_BREAKDOWN_TOTAL,Tổng
TID_DERBY_NOT_IN_LEAGUE_MESSAGE_OPTED_OUT,Chế độ khán giả
TID_DERBY_LEADERBOARD_TUTORIAL1,"Chào mừng bạn đến với Giải đấu Vô địch!\n\nKhu dân cư của bạn là một trong những khu hàng đầu thế giới, tuy vậy, bạn có thể trở thành số một không? Hãy tìm hiểu trên bảng xếp hạng toàn cầu!"
TID_DERBY_LEADERBOARD_TUTORIAL2,4 tuần vừa qua trong Giải đấu Vô địch sẽ được tính vào điểm số của bảng xếp hạng. Bạn giành được điểm thưởng khi có nhiều người chơi hơn trong Cuộc đua ngựa và đạt thứ hạng cao hơn. Hãy coi chừng: nhiệm vụ bị xóa bỏ sẽ làm giảm điểm xếp hạng của bạn!
TID_DERBY_LEADERBOARD_TUTORIAL3,"Nếu khu dân cư của bạn thuộc nhóm 3 khu dân cư đứng cuối bảng, bạn sẽ bị giáng cấp xuống Giải đấu thấp hơn. Kết quả này cũng khiến bạn bị loại khỏi bảng xếp hạng!\n\nĐể biết thêm thông tin, hãy tham khảo phần trợ giúp của Cuộc đua ngựa."
TID_DERBY_LEADERBOARD_TUTORIAL4,"Xin chúc mừng! Còn bây giờ, hãy leo lên dẫn đầu bảng xếp hạng!"
TID_COLORFULHYDRANGEAS,Hoa cẩm tú cầu màu tím
TID_DERBY_TASK_LOG_TRASHED_TASKS_AMOUNT_MOBILE,<AMOUNT>
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_GIFT_DIAMONDS_SAMSUNG,Đã có bản cập nhật mới trên Galaxy App Store! Hãy cập nhật ngay và nhận <NUMBER> viên Kim cương.
TID_RATE_APP_MESSAGE_SAMSUNG,Vui lòng đánh giá chúng tôi trên Galaxy App Store để chúng tôi có thể tiếp tục tạo ra những trò chơi tuyệt vời!
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE_SAMSUNG,Chúng tôi đang cập nhật lên phiên bản Hay Day mới trong Galaxy App Store. Trang trại của bạn sẽ sớm sẵn sàng. Vui lòng kiểm tra lại sau một chút nữa!
TID_UPDATE_NOTIFICATION_GENERIC_SAMSUNG,Hãy xem ngay bản cập nhật mới trong Galaxy App Store!
TID_NOTICE_DIALOG_TOS_PRIVACY_POLICY_MESSAGE_SAMSUNG,"Bạn được chơi Hay Day miễn phí, tuy nhiên, bạn có thể đẩy nhanh tiến trình bằng cách mua vật phẩm trong ứng dụng (để tắt chức năng này, hãy cài đặt bảo vệ bằng mật khẩu trong phần cài đặt Galaxy Apps của bạn). Nhấn OK để chấp nhận Điều khoản và Chính sách Quyền riêng tư của chúng tôi."
TID_PURCHASE_WARNING_TEXT_SAMSUNG,"Trong khi Hay Day cho phép chơi miễn phí, một số vật phẩm có thể được mua bằng tiền thật. Để tắt chức năng này, hãy cài đặt mật khẩu bảo vệ cho các giao dịch mua trong phần cài đặt ứng dụng Galaxy Apps. Bạn cũng phải từ 13 tuổi trở lên mới được chơi trò chơi này."
TID_IN_APP_PURCHASES_DISABLED_SAMSUNG,Mua không khả dụng! Cần có tài khoản Samsung hợp lệ. Vui lòng tạo tài khoản bằng nút nhấn bên dưới.
TID_MOVIE_SKIPPED_TEXT2,Xin chúc mừng!
TID_IN_APP_PURCHASES_DISABLED_AMAZON,Mua không khả dụng! Cần có tài khoản Amazon hợp lệ.
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_GIFT_DIAMONDS_AMAZON,Đã có bản cập nhật mới trong Amazon App Store! Hãy cập nhật ngay và nhận <NUMBER> viên Kim cương.
TID_RATE_APP_MESSAGE_AMAZON,Vui lòng đánh giá chúng tôi trên Amazon App Store để chúng tôi có thể tiếp tục tạo ra những trò chơi tuyệt vời!
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE_AMAZON,Chúng tôi đang cập nhật lên phiên bản Hay Day mới trong Amazon App Store. Trang trại của bạn sẽ sớm sẵn sàng. Vui lòng kiểm tra lại sau một chút nữa!
TID_UPDATE_NOTIFICATION_GENERIC_AMAZON,Hãy kiểm tra bản cập nhật mới trong Amazon App Store!
TID_NOTICE_DIALOG_TOS_PRIVACY_POLICY_MESSAGE_AMAZON,"Bạn được chơi Hay Day miễn phí, tuy nhiên, bạn có thể đẩy nhanh tiến trình bằng cách mua vật phẩm trong ứng dụng. Để tắt chức năng này, bạn có thể tắt tính năng thanh toán bằng cách tắt mua trong ứng dụng từ phần cài đặt thiết bị của bạn. Nhấn OK để chấp nhận Điều khoản và Chính sách Quyền riêng tư của chúng tôi."
TID_PURCHASE_WARNING_TEXT_AMAZON,"Trong khi Hay Day cho phép chơi miễn phí, một số vật phẩm có thể được mua bằng tiền thật. Để tắt chức năng này, hãy tắt tính năng thanh toán bằng cách tắt tính năng mua trong ứng dụng từ phần cài đặt thiết bị của bạn. Bạn cũng phải từ 13 tuổi trở lên mới được chơi trò chơi này."
TID_AMAZON_SERVICE_CONNECT_TEXT,Đăng nhập bằng Supercell ID để tránh làm mất trang trại và có thể chơi trên nhiều thiết bị.
TID_ROADSIDE_SHOP_ITEM_ADVERTISED,Được quảng cáo
TID_TUTORIAL_FB_CONNECT_TEXT,Bạn đã có trang trại?
TID_TUTORIAL_FB_CONNECT_BUTTON,Đăng nhập
TID_EDIT_MODE_TITLE,Sơ đồ trang trại của bạn
TID_EDIT_MODE_EDIT,Chỉnh sửa sơ đồ
TID_EDIT_MODE_COPY,Sao chép sơ đồ
TID_EDIT_MODE_ACTIVATE,Cài đặt làm hiện hoạt
TID_EDIT_MODE_CANNOT_ACTIVATE,Sơ đồ có các thành phần thiết yếu chưa được bố trí và không thể cài đặt làm hiện hoạt
TID_EDIT_MODE_PURCHASE,Mua cho
TID_EDIT_MODE_UNLOCK_INFO,Mở khóa ở cấp <NUMBER>
TID_TYPE_STORAGE_UNABLE_TO_SAVE_LAYOUT_ITEMS_IN_STORAGE,Không thể lưu sơ đồ hiện hoạt: cần loại bỏ các thành phần thiết yếu khỏi nhà kho trước
TID_EDIT_MODE_CANCEL,Hủy
TID_CONFIRM_POPUP_EDIT_MODE_SAVE_LAYOUT_TITLE,Xác nhận thay đổi
TID_CONFIRM_POPUP_EDIT_MODE_SAVE_LAYOUT_TEXT,Bạn có chắc chắn muốn lưu các thay đổi không?
TID_CONFIRM_POPUP_EDIT_MODE_SAVE_LAYOUT_BUTTON_CONFIRM,Lưu thay đổi
TID_CONFIRM_POPUP_EDIT_MODE_SAVE_LAYOUT_BUTTON_CANCEL,Tiếp tục chỉnh sửa
TID_CONFIRM_POPUP_EDIT_MODE_CANCEL_EDIT_TITLE,Hủy chỉnh sửa
TID_CONFIRM_POPUP_EDIT_MODE_CANCEL_EDIT_TEXT,Bạn có chắc chắn muốn thoát khỏi chế độ chỉnh sửa không? Những thay đổi của bạn sẽ bị hủy bỏ!
TID_CONFIRM_POPUP_EDIT_MODE_CANCEL_EDIT_BUTTON_CONFIRM,Hủy bỏ thay đổi
TID_CONFIRM_POPUP_EDIT_MODE_CANCEL_EDIT_BUTTON_CANCEL,Tiếp tục chỉnh sửa
TID_FLOATER_EDIT_MODE_UNABLE_TO_COPY,Không thể sao chép sơ đồ chưa hoàn chỉnh đè lên sơ đồ hiện hoạt
TID_EDIT_MODE_CONFIRM_COPY_TITLE,Bạn có muốn thay thế sơ đồ không?
TID_EDIT_MODE_CONFIRM_COPY_TEXT,Bạn có chắc chắn muốn thay thế sơ đồ hiện tại không? Sơ đồ trước đó sẽ bị hủy!
TID_EDIT_MODE_CONFIRM_COPY_BUTTON_CONFIRM,Thay thế
TID_EDIT_MODE_CONFIRM_COPY_BUTTON_CANCEL,Hủy
TID_EDIT_MODE_ERASE_MODE_BUTTON_ON,BẬT
TID_EDIT_MODE_ERASE_MODE_BUTTON_OFF,TẮT
TID_SILO,Tháp nông sản
TID_WAREHOUSE,Kho vật phẩm
TID_FLOATER_EDIT_MODE_COMING_SOON,Chế độ chỉnh sửa được mở khóa ở cấp <LEVEL>
TID_DECO_CHOCOBUNNY,Thỏ sô cô la
TID_DECO_CHICKNEST,Ổ gà
TID_DECO_STONELANTERN,Đèn lồng đá
TID_DECO_PANDASTATUE,Tượng gấu trúc
TID_DECO_BIGGATE,Cổng lớn
TID_DECO_ROPEFENCE,Hàng rào dây thừng
TID_DECO_GENERICFARM_DESCRIPTION,Trang trí trang trại của bạn
TID_DECO_EASTERUNIQUE_DESCRIPTION,Đồ trang trí lễ Phục sinh độc đáo
TID_DECO_EASTER_DESCRIPTION,Đồ trang trí lễ Phục sinh
TID_EDIT_MODE_ACTIVE,Hiện hoạt
TID_DECO_EASTERFLOWERS,Hoa thủy tiên
TID_DECO_LUCKYCAT,Mèo may mắn
TID_DECO_BAMBOOFOUNTAIN,Đài phun nước bằng tre
TID_DECO_BONSAITREE,Cây bonsai
TID_DECO_GENERICTOWN_DESCRIPTION,Trang trí thị trấn của bạn
TID_EDIT_MODE_CONFIRM_RECOVERY_TITLE,Bạn có muốn khôi phục sơ đồ không?
TID_EDIT_MODE_CONFIRM_RECOVERY_TEXT,Trò chơi của bạn bị gián đoạn khi đang ở chế độ chỉnh sửa. Bạn có muốn tiếp tục chỉnh sửa sơ đồ đó không?
TID_EDIT_MODE_CONFIRM_RECOVERY_BUTTON_CONFIRM,Xác nhận
TID_EDIT_MODE_CONFIRM_RECOVERY_BUTTON_CANCEL,Hủy
TID_EDIT_MODE_LAYOUT_DEFAULT_NAME,Sơ đồ <NUMBER>
TID_EDITMODE_TUTORIAL_TITLE,Thông tin Chế độ chỉnh sửa
TID_EDITMODE_TUTORIAL_ACTIVELAYOUT,Sơ đồ hiện hoạt là trang trại hoặc thị trấn hiện tại của bạn.
TID_EDITMODE_TUTORIAL_ESSENTIALITEMS,"Sơ đồ có dấu chấm than màu đỏ là sơ đồ có các đồ vật cần thiết chưa được đặt và bạn không thể cài đặt sơ đồ này thành hiện hoạt. Hãy đảm bảo đặt tất cả mảnh ruộng, công trình, chuồng động vật, cây và bụi cây vào sơ đồ."
TID_EDITMODE_TUTORIAL_EDITBUTTON,Mở sơ đồ đã chọn ở chế độ chỉnh sửa.
TID_EDITMODE_TUTORIAL_COPYBUTTON,Sao chép sơ đồ đã chọn sang một ô khác.
TID_EDITMODE_TUTORIAL_ACTIVEBUTTON,Đặt sơ đồ đã chọn thành hiện hoạt. Không được có bất kỳ món vật phẩm thiết yếu đang chờ nào.
TID_EDITMODE_TUTORIAL_STORAGEBUTTON,Mở nhà kho của bạn. Mọi vật phẩm thiết yếu phải được loại bỏ khỏi nhà kho trước khi lưu sơ đồ hiện hoạt. Đồ trang trí không phải vật phẩm thiết yếu.
TID_EDITMODE_TUTORIAL_ERASEMODE,"Khi BẬT Chế độ xóa, bạn sẽ ngay lập tức cất trữ mọi vật phẩm mà bạn nhấn vào hay vuốt qua. Bạn không thể di chuyển bản đồ khi chế độ này đang BẬT. Để có thể di chuyển bản đồ, hãy TẮT Chế độ xóa."
TID_EDITMODE_TUTORIAL_SAVECANCEL,Lưu hoặc hủy thay đổi của bạn để thoát khỏi chế độ chỉnh sửa. Chỉ có thể lưu sơ đồ hiện hoạt nếu mọi món vật phẩm thiết yếu đều đã được bố trí.
TID_EDITMODE_TUTORIAL_MASSSTORAGE,Cất trữ cùng lúc nhiều món đồ khác nhau
TID_EDITMODE_TUTORIAL_STOREFIELDS,Cất trữ tất cả cánh đồng và khu vực sinh sống
TID_EDITMODE_TUTORIAL_STOREBUILDINGS,Cất trữ tất cả máy móc sản xuất hoặc các tòa nhà trong thị trấn
TID_EDITMODE_TUTORIAL_STORETREES,Cất trữ tất cả cây ăn trái và bụi cây
TID_EDITMODE_TUTORIAL_STOREDECOS,Cất trữ tất cả đồ trang trí
TID_EDITMODE_TUTORIAL_NEXTBUTTON,Tiếp theo
TID_EDITMODE_TUTORIAL_PREVIOUSBUTTON,Trước đó
TID_EDIT_MODE_PASTEHERE,Dán vào đây
TID_PANDORA_PURCHASED_FARM_LAYOUT_SLOT,Mua ô sơ đồ trang trại
TID_PANDORA_PURCHASED_TOWN_LAYOUT_SLOT,Mua ô sơ đồ thị trấn
TID_FLOATER_EDIT_MODE_BUY_PREVIOUS_SLOT_FIRST,"Trước hết, hãy mở khóa ô trước đó!"
TID_EDIT_MODE_CATEGORY_EMPTY,Tất cả vật phẩm đã được sắp xếp!
TID_EDIT_MODE_CONFIRM_RECOVERY_TEXT2,Việc hủy sẽ loại bỏ mọi thay đổi chưa lưu của bạn!
TID_EDIT_MODE_TITLE_TOWN,Sơ đồ Thị trấn của bạn
TID_EDIT_MODE_COPY_EXTRA,Dán vào đây
TID_DECO_GORILLASTATUE,Tượng khỉ đột
TID_DECO_RHINOSTATUE,Tượng tê giác
TID_DECO_ELEPHANTSTATUE,Tượng voi
TID_EDITMODE_TITLE,Chế độ chỉnh sửa
TID_WWF_DIAMONDPACKAGE_EXTRATEXT,Tổ chức Quốc tế về Bảo tồn Thiên nhiên (WWF) sẽ nhận được 100% tiền thu được từ giao dịch mua của bạn
TID_PEACH_TREE_FB_HELP_TEXT,Cây đào của tôi đang cần tưới nước gấp. Bạn có thể giúp tôi không?
TID_PRODUCT_PEACH,Đào
TID_PRODUCT_PEACH_DESCRIPTION,Thu hoạch từ Cây đào
TID_TREE_PEACHTREE,Cây đào
TID_TREE_PEACHTREE_DESCRIPTION,Thu hoạch 3 lần
TID_PRODUCT_ORANGE,Cam
TID_PRODUCT_ORANGE_DESCRIPTION,Thu hoạch từ Cây cam
TID_TREE_ORANGETREE,Cây cam
TID_TREE_ORANGETREE_DESCRIPTION,Thu hoạch 3 lần
TID_ORANGE_TREE_FB_HELP_TEXT,Cây cam của tôi đang cần tưới nước gấp. Bạn có thể giúp tôi không?
TID_NEIGHBORHOOD_TRADING_COMING_SOON,Giao dịch khu dân cư được mở khóa ở cấp <LEVEL>
TID_FLOATER_NEIGHBORHOOD_TRADING_NOT_IN_NEIGHBORHOOD,Hãy gia nhập Khu dân cư để giao dịch!
TID_STREAM_EVENT_ITEM_REQUESTED,<AMOUNT>x <ITEM> được yêu cầu
TID_ITEM_REQUEST_VIEW_BUTTON,Xem
TID_NEIGHBORHOOD_TRADING_REQUESTS_TITLE,Yêu cầu Khu dân cư
TID_NEIGHBORHOOD_TRADING_REQUEST_TEXT,Bạn có thể yêu cầu một vật phẩm!
TID_NEIGHBORHOOD_TRADING_REQUEST_BUTTON,Yêu cầu
TID_CROP_ONION,Hành
TID_CROP_TEALEAVES,Lá trà
TID_PRODUCT_GREENTEA,Trà xanh
TID_PRODUCT_MILKTEA,Trà sữa
TID_PRODUCT_HONEYTEA,Trà mật ong
TID_PRODUCT_LEMONTEA,Trà chanh
TID_PRODUCT_ORANGETEA,Trà cam
TID_PRODUCT_ICEDTEA,Trà đá
TID_PRODUCT_TACO,Taco
TID_PRODUCT_FISHTACO,Taco cá
TID_PRODUCT_QUESADILLA,Quesadilla
TID_PRODUCT_NACHOS,Bánh khoai tây rán
TID_PRODUCT_SALSA,Xốt Salsa
TID_PRODUCT_ONIONSOUP,Canh hành
TID_PRODUCT_GRILLEDONION,Hành nướng
TID_PRODUCT_ONIONDOG,Hot dog hành
TID_PRODUCT_FRUITSALAD,Salad trái cây
TID_PRODUCT_SUMMERSALAD,Salad mùa hè
TID_PRODUCT_ORANGESORBET,Kem sorbet cam
TID_PRODUCT_PEACHICECREAM,Kem đào
TID_PRODUCT_ORANGEJUICE,Nước cam
TID_PRODUCT_MARMELADE,Mứt cam
TID_PRODUCT_PEACHJAM,Mứt đào
TID_PRODUCT_PEACHTART,Bánh tart đào
TID_PRODUCT_MIXEDSMOOTHIE,Sinh tố thập cẩm
TID_TACOKITCHEN,Bếp Taco
TID_TEASTAND,Quầy Trà
TID_TACO_KITCHEN_DESCRIPTION,Chế biến các món bánh tortilla
TID_TEA_STAND_DESCRIPTION,Pha thức uống từ trà
TID_TEA_STAND_PRODUCT_DESCRIPTION,Chế biến trong Quầy Trà
TID_TACO_KITCHEN_PRODUCT_DESCRIPTION,Chế biến trong Bếp Taco
TID_NEIGHBORHOOD_TRADING_NEW_REQUEST_TEXT,Yêu cầu mới
TID_NEIGHBORHOOD_TRADING_NEW_REQUEST_BUTTON,Yêu cầu
TID_NEIGHBORHOOD_TRADING_NEW_REQUEST_WARNING_AGAIN,Bạn đã sử dụng lượt yêu cầu miễn phí của mình! Bạn muốn yêu cầu lần nữa ư? Việc này sẽ tốn Kim cương đấy.
TID_NEIGHBORHOOD_TRADING_REQUEST_AGAIN_TIMER,Yêu cầu lại sau <TIME>
TID_NEIGHBORHOOD_TRADING_DONATE_INFO,Bạn có thể đóng góp thêm <NUMBER> vật phẩm trong ngày hôm nay
TID_NEIGHBORHOOD_TRADING_DONATE_AGAIN_TIMER,Đóng góp lại sau <TIME>
TID_ADVANCED_EVENT_TEXT_4TH_BIRTHDAY_CARORDERS,"Đây là sinh nhật lần thứ tư của Hay Day và chúng ta cần có các nguồn cung cấp để tổ chức một bữa tiệc linh đình! Để góp sức vào khâu tổ chức, hãy hoàn tất càng nhiều Đơn hàng Xe tải càng tốt trước khi hết thời gian! Hãy đạt mục tiêu cá nhân của bạn để giành những phần thưởng tuyệt vời. Kết quả của bạn cũng sẽ đóng góp vào mục tiêu toàn cầu của cộng đồng. Hãy đạt mục tiêu toàn cầu cùng các nông dân trên toàn thế giới và tất cả mọi người đều sẽ được thưởng đồ trang trí Sinh nhật đặc biệt."
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_4TH_BIRTHDAY,"Xin chào <NAME>! Xin cảm ơn vì tất cả những chuyến hàng tuyệt vời của bạn, sự kiện sinh nhật đã diễn ra thật TƯNG BỪNG! Cảm ơn tất cả mọi người đã tham gia sự kiện toàn cầu này. Chúng ta đã cùng nhau tạo nên kỳ tích này! Hãy nhận phần thưởng này thay cho lời cảm ơn vì những đóng góp của bạn!"
TID_NEIGHBORHOOD_TRADING_MY_ACTIVE_REQUEST,Yêu cầu hiện hoạt của tôi
TID_NEIGHBORHOOD_TRADING_REQUEST_PROGRESS,<COUNT>/<MAX>
TID_NEIGHBORHOOD_TRADING_REQUEST_YOU_HAVE,Bạn có: <COUNT>
TID_NEIGHBORHOOD_TRADING_REQUEST_DONATE_BUTTON,Đóng góp
TID_FLOATER_NEIGHBORHOOD_TRADING_DONATION_LIMIT,Bạn có thể đóng góp lại sau <TIME>
TID_FLOATER_NEIGHBORHOOD_TRADING_NOT_ENOUGH_ITEMS,Bạn không có đủ tài nguyên để đóng góp
TID_NEIGHBORHOOD_TRADING_NO_STATS,Khu dân cư của bạn không có thống kê giao dịch của tuần trước. Hãy chờ đến lần làm mới tiếp theo để kiểm tra xem bạn đã làm được những gì!
TID_NEIGHBORHOOD_TRADING_STAT_REQUESTED,<NUMBER> đã được yêu cầu
TID_NEIGHBORHOOD_TRADING_STAT_DONATED,<NUMBER> đã được đóng góp
TID_NEIGHBORHOOD_TRADING_NEW_REQUEST_WARNING_ACTIVE,Bạn có một yêu cầu hiện hoạt. Việc đặt yêu cầu mới sẽ hủy yêu cầu trước đó!
TID_FLOATER_NEIGHBORHOOD_TRADING_RECEIVED_HELP,<NAME> đã tặng bạn <ITEM>!
TID_FLOATER_NEIGHBORHOOD_TRADING_COLLECT_DONATIONS,Thu thập các vật phẩm trước đó của bạn để yêu cầu lại!
TID_FLOATER_NEIGHBORHOOD_TRADING_COLLECT_DONATIONS_NEW,Có nhiều đóng góp mới! Hãy thu thập để yêu cầu lại.
TID_NEIGHBORHOOD_TRADING_DONATION_INFO_POPUP_TITLE,Đóng góp:
TID_NEIGHBORHOOD_TRADING_DONATION_INFO_POPUP_DONATION_TEXT,<NAME> x<COUNT>
TID_NEIGHBORHOOD_TRADING_REQUEST_COMPLETE,Yêu cầu của bạn đã hoàn tất!
TID_NOTIFICATIONS_SETTINGS_NEIGHBORHOOD_TRADING,Thông báo yêu cầu của khu dân cư
TID_PN_NEIGHBORHOOD_TRADING_ORDER_COMPLETE,Hàng xóm của bạn đã hoàn thành yêu cầu của bạn! Hãy thu thập các vật phẩm của bạn ngay!
TID_ACHIEVEMENT_DONATE,Người hàng xóm hào phóng
TID_ACHIEVEMENT_DONATE_DESCRIPTION,Đóng góp <NUMBER> vật phẩm
TID_NEIGHBORHOOD_TRADING_REQUEST_PREMIUM_TEXT,Yêu cầu miễn phí tiếp theo sau <TIME>
TID_NEIGHBORHOOD_TRADING_REQUEST_PREMIUM_BUTTON,Yêu cầu
TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_TITLE,Nhiệm vụ Khách tham quan Thị trấn
TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,Phục vụ tất cả yêu cầu của <NUMBER> x <PASSENGER>
TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,"Hoàn thành tất cả các yêu cầu trong tòa nhà từ khách tham quan thị trấn được chỉ định, sau đó nhận quà tặng cuối cùng."
TID_NEIGHBORHOOD_TRADING_NEXT_STAT_UPDATE_TEXT,Thống kê sẽ được cập nhật sau <TIME>
TID_NEIGHBORHOOD_TRADING_STATS_TITLE,Đóng góp của tuần trước
TID_CONFIRM_REPLACE_REQUEST_TITLE,Bạn có muốn đặt lại yêu cầu không?
