TID,RU
TID_DECO_BAOBABTREE,Баобаб
TID_DECO_TERMITEMOUND,Термитник
TID_DECO_ELEPHANTGRASS,Высокая трава
TID_DECO_MUDDYLOG,Сухое бревно
TID_DECO_LALAPALM,Гифена кожистая
TID_DECO_ROCKFORMATION,Скала
TID_DECO_ACACIATREE,Акация
TID_DECO_ICEPLANT,Ледяник
TID_DECO_ROCKPOND,Пруд из камней
TID_DECO_SAVANNAHBUSH,Невысокий куст
TID_DECO_PALMTREE,Пальма
TID_DECO_ALOEPLANT,Алоэ
TID_DECO_HUGSTATUE,Статуя для обнимания
TID_SANCTUARY_INFO1,Добро пожаловать в заповедник. Здесь ты сможешь приютить диких животных и позаботиться о них.
TID_SANCTUARY_INFO2,"Собирай куски головоломки, чтобы добавлять животных в заповедник. Для каждого животного требуется собрать 36 кусков."
TID_SANCTUARY_INFO3,"Найти куски головоломки можно на особых кораблях, скачках, а также в загадочных ящиках."
TID_SANCTUARY_INFO4,"Собери все куски головоломки с животным, построй для него домик в заповеднике - и оно окажется в твоей коллекции!"
TID_SANCTUARY_INFO5,"Если соберешь все куски головоломки для второго животного того же вида, то сможешь улучшить их домик. Улучшение бесплатно и выполняется моментально!"
TID_SANCTUARY_INFO6,Животные свободно бродят по территории заповедника.
TID_SANCTUARY_INFO7,Дробилка на твоей ферме может производить корм для травоядных животных.
TID_SANCTUARY_INFO8,Иногда посетители хотят посмотреть на какое-либо животное.
TID_SANCTUARY_INFO9,"Если оно обитает в твоем заповеднике, то посетитель, после того как ты его обслужишь, отправится в заповедник и даже оставит тебе награду! Чем больше у тебя животных, тем больше посетителей будут на них смотреть и тем больше наград ты можешь получить!"
TID_SANCTUARY_INFO10,"Если в заповеднике пока нет интересующего посетителя животного, он, как обычно, покинет твой город на следующем поезде."
TID_DECO_HUGSTATUE_DESC,Украшение к 5-му дню рождения Hay Day.
TID_ADVANCED_EVENT_TITLE_5THBIRTHDAY,Горячий привет всем фермам!
TID_EVENT_PAMFLET_5THBIRTHDAY,"Событие, посвященное обнимашкам с деревьями, по случаю пятого дня рождения Hay Day началось!"
TID_ADVANCED_EVENT_TEXT_5THBIRTHDAY,"Hay Day исполняется пять лет - прекрасный повод для всеобщего веселья и обнимашек! Полей как можно больше деревьев и кустов за отведенное время! Достигай личных целей и получай награды. Кроме того, так ты работаешь на общее благо — помогаешь сообществу достичь глобальной цели. Объединяйся с фермерами со всего мира, и все будут вознаграждены."
TID_ADVANCED_EVENT_NOTIFICATION_5THBIRTHDAY,"Только что началось событие, посвященное обнимашкам с деревьями, с великолепными призами в честь пятого дня рождения! Узнай о нем больше!"
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_5THBIRTHDAY,Событие в честь дня рождения
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_5THBIRTHDAY,"Привет, <NAME>! Спасибо за участие в особом событии в честь дня рождения, посвященном обнимашкам с деревьями. Мы сделали это вместе, и все было потрясающе! Прими вознаграждение в благодарность за свой труд."
TID_SANCTUARYDECO_DESC,Украшение для заповедника.
TID_SANCTUARY_INFO_TITLE,Информация о заповеднике
TID_DERBY_THEME_MORE_INFO,"Чтобы узнать больше об особых скачках, см. страницу 7."
TID_ADVANCED_EVENT_SPECIAL_BOATS_UNAVAILABLE,"Почини книжный киоск заповедника, чтобы принять участие в событии."
TID_CANNOT_PARTICIPATE_IN_EVENT_CUSTOM_TITLE,Событие недоступно
TID_SANCTUARYBOOK_COMPLETED,Готово!
TID_CALENDAR_EVENT_BOAT_ORDER_PUZZLEBONUS_TITLE,Бонусные куски головоломки за заполнение ящиков на пароходе
TID_CALENDAR_EVENT_BOAT_ORDER_PUZZLEBONUS_TEXT,Наступил особый сезон речных пароходов! В ходе события ты получишь куски головоломки для заповедника за заполнение ящиков на каждом пароходе! Также не забывай наведываться к друзьям и помогать им с их пароходами.
TID_CALENDAR_EVENT_PUZZLEBOAT_NOTIFICATION,Началось ограниченное по времени событие со специальным бонусом (кусками головоломки) за заполнение ящиков на пароходе!
TID_MASSGIFT_5THBIRTHDAY_ANNOUNCEMENT_TEXT,Hay Day исполняется 5 лет! Отпразднуем эту дату вместе весельем и обнимашками! Многочисленными обнимашками! Соберем урожай обнимашек! А для начала вот 10 алмазов в подарок.
TID_MASSGIFT_5THBIRTHDAY_CAKEGIFT_TEXT,В честь пятилетия игры мы хотим подарить вам этот особый подарок. С праздником и спасибо за игру!
TID_MASSGIFT_5THBIRTHDAY_100DIAMONDS_TEXT,"Спасибо! За совместную игру и за то, что делитесь историями о том, как вы общаетесь в игре и вне ее. Вы неповторимы! Примите эти 100 алмазов в знак нашей признательности. Мы продолжаем двигаться вперед благодаря таким игрокам, как вы!"
TID_MASSGIFT_5THBIRTHDAY_HEADER,Пять лет Hay Day
TID_BIRTHDAYCAKE_POSTMANPRESENT_NOTIFICATION,Вас ждет совершенно особенный подарок в честь дня рождения. Пора его открыть!
TID_UPDATE_NOTIFICATION_IAP_OFFERS_DECORATIONS_TAKEDOWN,"Специальные наборы алмазов с эксклюзивными украшениями скоро исчезнут из магазина. Покупайте, пока есть время!"
TID_REQUIRES_SANCTUARY,Требуются животные из заповедника
TID_REQUIRES_HERBIVORE,Нужно травоядное животное в заповеднике
TID_REQUIRES_CARNIVORE,Нужно хищное животное в заповеднике
TID_BOOSTER_MORE_XP_BONUS,Бонус!
TID_DERBY_TASKS_TAB_DERBY,Скачки
TID_DERBY_TASKS_TAB_BINGO,Доска для бинго
TID_DERBY_TASKS_TAB_BINGO_INTRO_POINTS_TITLE,"Выполни указанные задания скачек, чтобы заполнить один или несколько рядов в бинго и получить дополнительные очки скачек!"
TID_DERBY_TASKS_TAB_BINGO_INTRO_REWARDS_TITLE,"Выполни указанные задания скачек, чтобы заполнить один или несколько рядов в бинго и получить дополнительные награды!"
TID_DERBY_TASKS_TAB_BINGO_INTRO_TITLE,Участвовать в скачках!
TID_DERBY_TASKS_TAB_BINGO_INTRO_TEXT,Выбери задание скачек и прими участие в игре бинго!
TID_DERBY_TASKS_TAB_BINGO_COMPLETE_POINTS_TITLE,Задания бинго-скачек этой недели выполнены!
TID_DERBY_TASKS_TAB_BINGO_COMPLETE_POINTS_TEXT_1,Твое соседство получило
TID_DERBY_TASKS_TAB_BINGO_COMPLETE_POINTS_TEXT_2,дополнительные очки. Поздравляем!
TID_DERBY_TASKS_TAB_BINGO_COMPLETE_REWARDS_TEXT_1,Получены дополнительные награды (<COUNT>)! Их можно забрать на вкладке с наградами по окончании скачек.
TID_BINGO_TOOLTIP_DESCRIPTION,<TASK>: выполнить <COUNT> р.
TID_BINGO_TASK_AMOUNT,<COUNT>/<MAX>
TID_DERBY_TASKS_TAB_BINGO_INFO_POINTS_TITLE,Дополнительные очки скачек:
TID_DERBY_TASKS_TAB_BINGO_INFO_POINTS_TEXT,1 ряд бинго = <POINTS1> очков.\n2 ряда бинго = <POINTS2>очков.\n3 ряда бинго = <POINTS3>очков.
TID_DERBY_TASKS_TAB_BINGO_INFO_REWARDS_TITLE,Дополнительные награды:
TID_DERBY_TASKS_TAB_BINGO_INFO_REWARDS_TEXT,1 ряд бинго = 1 награда.\n2 ряда бинго = 2 награды.\n3 ряда бинго = 3 награды.
TID_BINGO_TOOLTIP_DESCRIPTION_INCOMPLETE,Завершено <COUNT>/<MAX>
TID_BINGO_TOOLTIP_DESCRIPTION_COMPLETE,Готово!
TID_DERBY_TASK_LOG_BINGO_TITLE_NAME,Награды за игру в бинго
TID_DERBY_TASK_LOG_BINGO_TITLE_LINES,Рядов
TID_DERBY_TASK_LOG_BINGO_TITLE_POINTS,Очки
TID_NEIGHBORHOOD_DERBY_LOG_BINGO_LINES,<COUNT>
