TID,TH
TID_MAPGAME_SHOP_REWARDS_SPEND_TOKENS_BUTTON,ตกลง
TID_MAP_GAME_JOIN_VALLEY_BEING_CREATED_TITLE,กำลังเดินทางไปหุบเขา
TID_MAP_GAME_JOIN_VALLEY_BEING_CREATED_TEXT,กำลังเดินทางไปหุบเขา โปรดรอสักครู่!
TID_MAPGAME_NOTIFICATION_WALLET_IS_FULL,กระเป๋าของคุณเต็ม! ใช้โทเคนของคุณซื้อของในร้านค้าหุบเขา
TID_MAPGAME_WALLETFULL,กระเป๋าเต็ม!
TID_MAPGAME_CONFIRM_PURCHASE,แตะอีกครั้งเพื่อยืนยันการซื้อ
TID_MAPGAME_NOTIFICATION_SPIN_AVAILABLE,หมุนวงล้อน้ำมันในหุบเขาได้แล้ว!
TID_MAPGAME_REWARDS_DIAMONDPACK,เพชร 40 เม็ด
TID_MAPGAME_REWARDS_DIAMONDPACK_TAG,เพชร <NUMBER> เม็ด
TID_MAPGAME_SHOP_REWARDS_TIER_2_INFO_NOCHICKENS_TEXT,จับไก่เพื่อปลดล็อค
TID_MAPGAME_TRUCKS_UI_HEADER,ข้อมูลรถกระบะ
TID_MAPGAME_SUN_POINT_ACTIVITIES_EXPIRES_IN,รีเซ็ตใน: <TIME>
TID_MAPGAME_DAILY_QUEST_ALREADY_CLAIMED,คุณรับกล่องปริศนาใบนี้แล้ว!
TID_SELFHELP_UNAVAILABLE,ไม่สามารถใช้งานความช่วยเหลือและการสนับสนุนได้ในขณะนี้ ลองใหม่อีกครั้งภายหลัง
TID_MAPGANE_SUN_POINT_UNIT,แต้มดวงอาทิตย์ในหุบเขา
TID_MAPGANE_FUEL_UNIT,น้ำมันในหุบเขา
TID_ACCOUNT_ITEMS_REVOKED_NOTICE,ประกาศการเพิกถอนไอเทม
TID_ACCOUNT_TRANSACTION_REVOKED_NOTICE,ธุรกรรมที่ทำบนบัญชีนี้เมื่อวันที่ <YEAR>/<MONTH>/<DAY> ได้รับเงินคืนเรียบร้อยแล้วหรือธุรกรรมดังกล่าวถูกระบุว่าเป็นการฉ้อโกง หากมีการร้องขอเงินคืน การคืนเงินดังกล่าวจะได้รับอนุมัติในรูปแบบการชำระเงินเดียวกับที่ใช้เมื่อมีคำสั่งซื้อ ไอเทมทั้งหมด <ITEMS> ชิ้นจะถูกหักออกให้ตรงกับมูลค่าของธุรกรรมที่ร้องขอมา ซึ่งสามารถส่งผลให้ยอดติดลบได้ ยอดจะกลับมาเป็นบวกได้ด้วยการทำคำสั่งซื้อเพิ่มเติมและการรวบรวมทรัพยากรในเกม
TID_ACCOUNT_ITEMS_REVOKED_NOTICE_MESSAGE,ไอเทมดังกล่าวจะถูกเพิกถอน: <ITEMS> หากท่านมีคำถามเพิ่มเติม กรุณาติดต่อฝ่ายสนับสนุนผู้เล่นของเรา
TID_ACCOUNT_ITEMS_REVOKED_NOTICE_BUTTON,ตกลง
TID_MAPGAME_FUEL_SPIN_UNIT,วงล้อน้ำมันในหุบเขา
TID_MAPGAME_REWARD_COIN_CANT_AFFORD_FONT_COLOR,9b0b10
TID_MAPGAME_SUN_POINTS_TITLE,แต้มดวงอาทิตย์ในหุบเขา
TID_ROADSIDE_SHOP_AI_REROLL_BTN,เปลี่ยนสินค้า
TID_MAPGAME_SHOP_REWARDS_PROCESSING_RESULTS_TITLE,กำลังประมวลผล...
TID_MAPGAME_SHOP_REWARDS_PROCESSING_RESULTS_DESCRIPTION,กำลังคำนวณผลลัพธ์ของหุบเขา กรุณารอสักครู่!
TID_SESAME,งา
TID_GINGER,ขิง
TID_MUSHROOM,เห็ด
TID_FISH_SKEWERS,บาร์บีคิวปลา
TID_SESAME_BRITTLE,ขนมงาตัด
TID_SESAME_ICE_CREAM,ไอศกรีมรสงา
TID_MUSHROOM_PASTA,พาสต้าเห็ด
TID_MUSHROOM_SALAD,สลัดเห็ด
TID_SESAME_SMOOTHIE,สมูทตี้งาดำ
TID_MUSHROOM_SOUP,ซุปเห็ด
TID_APPLE_GINGER_TEA,ชาขิงแอปเปิล
TID_ZEBRA01,ม้าลายผมโมฮอว์ก
TID_ZEBRA01_DESCRIPTION,ให้อาหารเพื่อสะสมแต้ม
TID_ZEBRA02,ม้าลายผมเอลวิส
TID_ZEBRA02_DESCRIPTION,ให้อาหารเพื่อสะสมแต้ม
TID_ZEBRA_HOUSE,บ้านม้าลาย
TID_ZEBRA_HOUSE_SHOP_DESCRIPTION,ใส่ม้าลายได้ <CAPACITY> ตัว
TID_DECO_RAINBOWFLAG,ธงสีรุ้ง
TID_DECO_REDACACIA,ต้นอะคาเซียสีแดง
TID_DECO_PAWGRASS,อุ้งเท้าจิงโจ้
TID_DECO_WAGON,รถเข็นคลุมผ้า
TID_DECO_HORSESHOEGATE,ประตูทรงเกือกม้า
TID_DECO_WATERPUMP,เครื่องปั๊มน้ำ
TID_DECO_SCUBAHELMET,หมวกดำน้ำ
TID_DECO_FLOWERBOOTS,รองเท้าบูทดอกไม้
TID_DECO_FLOWERBOX,กระถางดอกไม้
TID_DECO_POTTINGTABLE,โต๊ะทำสวน
TID_DECO_POTTINGLADDER,ชั้นทำสวน
TID_DECO_SEEDING,แปลงทำสวน
TID_DECO_AXEROCK,อีเต้อปักหิน
TID_DECO_TROLLEY,รถเข็นดอกไม้
TID_DECO_MINERLUNCH,มื้อเที่ยงคนงานเหมือง
TID_DECO_POISONPATH,ทางเดินเห็ดพิษ
TID_DECO_COWFENCE,รั้วคอกวัว
TID_DECO_CHICKENFENCE,รั้วเล้าไก่
TID_DECO_FARMFENCE,รั้วฟาร์ม
TID_DECO_HALLOWEENGRAVE,หลุมศพฮัลโลวีน
TID_DECO_FANCYFOUNTAIN,น้ำพุแฟนซี
TID_DECO_BLUETRACTOR,แทรกเตอร์สีน้ำเงิน
TID_DECO_FLOWERBATHTUB,อ่างอาบน้ำดอกไม้
TID_DECO_CAMERAOBSCURA,กล้องพับได้
TID_DECO_PHONEBOOTH,ตู้โทรศัพท์
TID_DECO_SPOOKYSCARECROW,หุ่นไล่กาน่าขนลุก
TID_DECO_STARGRASS,ต้นกกแก้ว
TID_DECO_REDOATSGRASS,หญ้าโอ๊ตสีแดง
TID_DECO_FANCYARCH,ซุ้มแฟนซี
TID_IAP_INFO_TEXT,การเพิกถอนการซื้อนั้นสามารถทำได้หากมีการร้องขอภายใน 7 วันแรก (แต่จะไม่อนุญาตหากใช้ไปแล้ว) ผู้เยาว์ที่ไม่มีข้อตกลงตัวแทนตามกฎหมายสามารถยกเลิกได้
TID_IAP_INFO_BUTTON,ดูรายละเอียดเพิ่มเติม
TID_VALLEY_END_INFO1,ฤดูกาลเที่ยวหุบเขาจบลงแล้ว! ได้เวลาเอาโทเคนของคุณมาใช้กัน\n\nแตะรางวัลสองครั้งเพื่อรับ! รางวัลที่คุณมีโทเคนไม่พอแลกจะเป็นสีเทา\n\nหากคุณกับชาวไร่คนอื่นๆ ในหุบเขาของคุณรวบรวมไก่หรือสัตว์จากเขตสงวนพันธุ์ได้มากพอ คุณก็จะสามารถเข้าไปยังร้านค้าสุดพิเศษได้! อย่าลืมดูก่อนจะรับรางวัลจากร้านค้าปกติ เพราะร้านค้าสุดพิเศษมีของที่มูลค่ามากกว่า
TID_VALLEY_END_INFO2,คุณสามารถเลือกเปิดกระปุกออมสินเพื่อซื้อรางวัลเพิ่มเติม! ซื้อรางวัลไปเรื่อยๆ จนคุณมีโทเคนเหลือไม่เพียงพอที่จะซื้ออีก เมื่อถึงจุดนี้คุณสามารถออกจากฤดูกาลเที่ยวหุบเขาได้\n\nโทเคนที่เหลืออยู่จะถูกเก็บในกระปุกออมสินสำหรับฤดูกาลเที่ยวหุบเขาถัดไป แต่ถ้ากระปุกออมสินเต็ม โทเคนบางส่วนจะถูกทิ้ง
TID_RSS_TOOL_LIMIT_REACHED_TITLE,ถึงขีดจำกัดประจำวันแล้ว!
TID_RSS_TOOL_LIMIT_REACHED,วันนี้ไม่สามารถซื้อวัสดุการขยายหรือุอัปเกรดใดๆ ได้อีก ลองอีกครั้งพรุ่งนี้นะ!\n\nขีดจำกัดประจำวัน: วัสดุการขยายหรืออัปเกรด <NUMBER> ชิ้น
TID_DERBY_TASK_HARVEST_GINGER_DESCRIPTION,เก็บเกี่ยวขิง <NUMBER> แปลง
TID_DERBY_TASK_HARVEST_MUSHROOM_DESCRIPTION,เก็บเกี่ยวเห็ด <NUMBER> แปลง
TID_DERBY_TASK_HARVEST_SESAME_DESCRIPTION,เก็บเกี่ยวงา <NUMBER> แปลง
TID_MAP_GAME_TASK_SANCTUARY_ANIMAL_TITLE,ส่งสัตว์จากเขตสงวนพันธุ์
TID_MAP_GAME_TASK_SANCTUARY_ANIMAL_DESCRIPTION,ช่วยสัตว์จากเขตสงวนพันธุ์แล้วส่งไปยังเขตสงวนพันธุ์ใดก็ได้
TID_MAPGAME_SANCTUARY_ANIMAL_FOUND_AND_COLLECTED_DESCRIPTION,ช่วยสัตว์แล้ว!
TID_MAPGAME_SANCTUARY_ANIMAL_FOUND_DESCRIPTION,คุณพบ<ANIMAL> 1 ตัว! จับให้ได้ก่อนมันจะวิ่งหนีไป!
TID_CONFIRM_INGAME_SPEND_TITLE,ยืนยันการซื้อ
TID_CONFIRM_INGAME_SPEND_DESC,ซื้อข้อเสนอนี้ในราคา:
TID_CONFIRM_INGAME_SPEND_INVENTORY,คุณมี:
TID_MAPGAME_SANCTUARY_NODE_TITLE,เขตสงวนพันธุ์!
TID_MAPGAME_SANCTUARY_NODE_DESCRIPTION,ส่งสัตว์หลงทางได้ที่นี่!
TID_MAPGAME_SANCTUARY_NODE_EMPTY_TRUCK_DESCRIPTION,ส่งสัตว์หลายตัวพร้อมกันเพื่อรับโทเคนเพิ่มขึ้น
TID_MAPGAME_SANCTUARY_ANIMAL_FOUND_TITLE,พบสัตว์แล้ว!
TID_MAPGAME_SANCTUARY_ANIMAL_TRUCK_FULL_DESCRIPTION,รถกระบะของคุณเต็มแล้ว! แวะไปเขตสงวนพันธุ์เพื่อส่งสัตว์
TID_MAPGAME_GAS_STATION_NODE_TITLE,ปั๊มน้ำมัน
TID_MAPGAME_GAS_STATION_NODE_DESCRIPTION_TRAVEL_HERE,เติมน้ำมันเพิ่มที่นี่!
TID_MAPGAME_GAS_STATION_NODE_DESCRIPTION_NO_FUEL,ปั๊มน้ำมันปิด!
TID_MAPGAME_GAS_STATION_NODE_DESCRIPTION_NO_FUEL_TIME_PROMPT,เปิดอีกครั้งใน
TID_MAPGAME_GAS_STATION_NODE_DESCRIPTION_NO_FUEL_OUT_OF_STOCK,น้ำมันหมด
